POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA2042,201,39,229,64,0,546,750,1595,342,10,321,306,74,146,2398,69,1425,11167,415,17164,4,15,6,0,4,5,0,0,12,0,9,63,863,961,904,1683,399,47,405,386,98,184,2606,103,1672,11290,1278,18673,5,0,0,0,0,0,0,0,4,0,6,56,0,73,17,14,13,3,13,13,6,13,21,4,15,74,10,154,19,10,13,3,11,13,6,13,24,4,27,133,10,227,879,1559,389,41,388,372,98,168,2528,99,1559,9578,362,15724,3,7,0,0,0,5,0,4,3,0,6,37,810,867,901,1580,399,46,400,387,99,185,2560,103,1592,9752,1175,16822
POA2043,56,8,74,12,0,169,324,815,143,0,136,122,35,50,1012,19,703,6326,218,9125,0,11,0,0,0,0,0,0,0,0,0,29,323,361,379,848,165,17,164,142,46,73,1061,32,781,6362,550,9657,0,0,0,0,0,0,0,0,4,0,6,27,0,38,13,3,11,0,9,9,0,7,7,4,11,47,0,81,16,3,4,0,9,9,0,7,12,4,14,75,0,115,359,787,155,11,155,135,42,61,1029,30,736,5359,199,8166,4,0,0,0,0,0,0,0,0,0,3,21,302,335,376,796,164,17,160,140,41,75,1047,32,752,5451,508,8607
POA2044,93,21,141,51,9,360,333,656,133,4,193,115,29,45,776,18,539,5229,221,7591,5,4,0,0,3,0,0,0,4,0,5,31,277,327,436,701,166,29,265,162,49,71,871,39,677,5307,501,8278,0,5,0,0,0,0,0,0,4,0,0,15,4,24,7,14,0,0,5,7,0,0,9,3,4,26,3,68,7,9,0,0,5,7,0,0,16,3,6,48,6,90,424,618,164,25,253,151,43,66,838,37,624,4188,195,6664,3,0,0,0,6,0,0,4,0,0,0,16,237,271,438,629,162,29,265,162,46,71,856,39,630,4250,434,7028
POA2045,154,31,159,49,10,524,416,395,147,8,243,194,33,49,403,26,387,3924,176,5793,12,4,0,0,4,5,0,0,3,0,0,18,127,162,616,430,210,81,367,318,63,81,562,54,548,3990,310,6480,0,0,0,0,0,0,0,0,0,0,0,9,0,9,8,0,9,0,0,5,0,0,4,0,6,31,0,54,8,0,9,0,0,5,0,0,4,0,6,33,0,56,598,361,199,79,369,305,66,80,535,54,506,3029,157,5221,6,0,0,0,0,6,0,0,6,0,3,9,107,136,616,362,211,81,367,318,66,79,537,54,517,3073,265,5411
POA2046,313,90,438,169,29,1401,1646,1640,650,10,860,748,119,224,1410,131,1617,17320,756,24709,9,11,8,0,6,8,5,5,4,0,0,111,1024,1172,2112,1758,819,179,1117,1021,201,325,1731,225,2059,17599,1808,27288,0,0,0,0,0,0,0,0,6,0,3,41,0,50,43,8,30,6,23,53,8,11,15,15,26,118,10,251,49,4,30,6,23,52,8,11,19,15,28,157,12,302,2045,1520,771,172,1083,955,184,309,1659,202,1864,13353,652,21269,18,4,6,0,6,6,3,3,9,3,6,57,882,982,2109,1536,806,179,1110,1011,197,323,1684,220,1900,13566,1545,22555
POA2047,81,33,156,56,18,445,699,788,317,15,310,347,49,80,684,46,718,7611,329,10971,6,3,0,3,0,11,0,0,8,0,6,69,498,595,855,814,365,65,375,439,68,108,766,82,878,7737,846,12011,0,0,0,0,0,0,0,0,0,0,3,23,0,26,35,7,10,0,17,21,0,12,9,7,10,66,5,146,37,11,10,0,19,20,0,12,8,7,14,89,4,176,806,728,353,63,353,406,65,102,736,75,799,6007,283,9456,9,3,4,5,3,5,0,0,5,4,10,29,442,496,853,744,368,65,375,432,67,108,748,82,820,6121,727,10129
POA2048,66,20,82,20,0,259,328,627,144,5,170,130,34,48,843,25,556,4662,179,7024,4,0,3,0,3,0,0,0,0,0,3,28,294,338,401,654,171,42,213,182,43,76,912,47,641,4711,477,7619,0,0,0,0,0,0,0,0,0,0,0,13,0,16,11,3,0,0,6,5,0,5,5,0,7,34,0,67,7,3,0,0,6,5,0,5,5,0,11,47,0,81,384,585,167,42,202,173,40,64,879,43,587,3804,163,6235,4,0,0,0,6,4,0,0,4,0,0,16,274,311,394,591,170,42,217,182,40,76,887,47,600,3871,443,6626
POA2049,144,20,162,37,79,534,529,1068,237,4,272,229,53,87,1384,44,827,7156,338,11013,5,3,0,0,3,4,0,0,9,0,7,43,649,716,645,1124,288,42,362,299,73,122,1542,70,997,7237,1064,12258,0,0,0,0,0,0,0,0,0,0,0,13,0,22,13,6,10,0,0,6,3,7,7,0,9,54,0,100,13,6,10,0,0,6,3,7,11,0,9,72,3,116,626,1009,276,37,356,290,78,116,1482,66,925,5834,288,9824,4,3,0,5,3,10,0,0,7,0,6,33,667,726,645,1021,282,42,362,299,73,122,1504,70,934,5934,951,10674
POA2050,69,12,76,12,0,191,296,794,145,4,156,130,35,48,1011,23,641,5888,192,8620,0,0,0,0,0,0,0,0,0,0,0,17,548,567,333,813,160,20,189,157,47,65,1084,36,722,5916,736,9381,0,3,0,0,0,0,0,0,0,0,0,39,0,40,8,5,12,0,5,5,0,4,10,4,10,34,3,77,14,7,12,0,5,8,0,4,11,4,10,72,3,123,321,773,145,18,179,145,42,64,1056,34,673,5241,179,8015,6,0,0,0,0,0,0,0,3,0,0,16,506,531,334,786,160,20,189,157,47,65,1069,36,680,5323,686,8660
POA2060,110,42,190,34,0,419,721,995,353,10,308,362,70,112,910,62,877,9974,302,13834,14,9,0,0,3,6,0,0,13,0,9,56,788,882,861,1039,413,101,368,464,93,160,1024,101,1078,10068,1092,15135,9,9,0,0,0,0,0,0,13,0,6,65,0,88,28,18,20,6,6,22,6,8,12,12,31,103,9,216,39,25,20,6,6,22,6,6,23,12,41,168,9,303,810,960,386,89,357,427,87,143,985,92,989,8512,271,12487,8,4,9,3,5,7,0,5,8,3,9,20,719,769,858,980,414,101,370,459,93,160,1014,104,1038,8702,993,13560
POA2061,45,20,81,18,0,231,319,339,192,0,169,218,45,71,362,35,360,3748,124,5407,6,0,0,0,0,0,0,3,3,3,0,23,472,516,413,367,231,29,228,269,49,88,410,57,443,3792,603,6158,0,0,0,0,0,0,0,0,0,0,0,20,0,30,19,11,13,0,6,17,0,7,5,4,10,50,0,95,16,11,13,0,8,17,0,7,5,4,12,72,0,128,392,341,218,29,214,243,51,76,399,50,413,3377,127,5166,5,3,3,0,4,7,0,0,0,0,0,14,442,471,413,359,231,29,228,266,48,85,406,57,431,3459,570,5769
POA2062,24,17,64,21,0,147,344,537,215,3,121,194,39,61,473,28,435,4730,165,6716,3,5,0,0,0,0,0,0,3,0,0,36,182,223,386,554,230,20,138,225,43,71,496,45,505,4779,345,7088,0,0,0,0,0,0,0,0,0,0,0,22,0,21,22,9,8,0,11,14,3,0,7,3,11,60,0,102,22,9,8,0,7,18,3,0,10,3,15,81,0,128,366,464,221,20,127,205,42,68,468,43,461,3549,142,5474,0,0,0,0,0,0,0,0,0,0,0,0,152,158,386,473,227,20,135,224,43,71,478,45,472,3631,297,5763
POA2063,66,27,170,38,0,318,362,399,186,16,130,180,11,46,274,22,370,4292,168,5970,0,3,0,0,0,0,0,0,0,0,3,26,178,205,470,433,224,89,168,237,24,70,341,51,546,4359,347,6493,0,0,0,0,0,0,0,0,0,0,0,9,0,9,25,3,13,5,6,13,0,4,12,0,13,32,0,82,20,3,13,6,9,12,0,4,12,0,15,43,0,96,441,358,205,86,156,219,20,61,321,47,481,3166,138,4919,5,0,0,0,3,0,0,0,3,0,0,3,142,153,465,360,218,89,165,237,24,67,337,51,496,3212,282,5167
POA2064,77,17,107,35,4,304,323,548,143,5,234,187,43,68,475,20,511,6599,182,8734,0,3,0,0,3,0,0,0,4,0,0,33,341,374,408,594,175,36,284,249,63,96,547,38,625,6667,521,9417,0,0,0,0,0,0,0,0,0,0,0,12,0,10,18,5,6,0,9,16,4,9,7,3,10,37,0,79,18,5,6,0,9,15,4,9,7,3,10,50,0,95,392,509,166,35,276,227,60,86,532,34,559,4960,157,7162,3,3,0,0,0,0,0,0,0,0,3,20,276,306,408,516,172,36,284,243,65,96,543,38,576,5021,438,7564
POA2065,167,61,274,77,8,739,1338,2168,724,23,669,669,135,174,2015,87,1993,21484,632,29787,12,9,9,0,7,3,0,3,15,4,10,128,1001,1168,1552,2245,820,94,779,810,170,231,2193,151,2271,21686,1641,31698,4,11,0,0,0,0,0,0,9,0,8,113,3,140,62,18,33,3,36,51,5,9,26,3,33,170,3,355,68,29,34,3,36,53,5,9,37,3,42,285,6,493,1473,2010,776,87,734,752,161,216,2096,150,2110,17329,558,25649,9,0,0,0,3,3,0,3,3,0,0,54,881,964,1547,2043,813,94,778,809,160,226,2140,151,2151,17666,1451,27103
POA2066,242,62,428,122,17,1064,1520,2302,747,24,746,743,148,244,1972,113,2036,22942,671,31588,9,15,9,0,5,3,0,3,11,0,11,124,1020,1193,1808,2411,866,175,894,925,194,304,2222,182,2473,23194,1704,33844,6,14,0,0,0,4,0,0,10,0,4,81,3,107,59,21,34,6,27,52,7,10,37,13,48,167,3,350,66,31,37,6,31,57,7,10,41,13,50,246,9,459,1720,2037,811,172,854,848,179,287,2079,167,2213,17275,582,25964,22,8,4,4,11,10,5,0,5,0,4,61,832,936,1806,2077,856,175,890,910,189,295,2127,180,2265,17582,1419,27354
POA2067,197,89,417,155,22,1112,845,1189,467,24,726,565,118,115,973,80,1408,19444,419,24825,11,9,3,7,11,6,0,5,5,3,11,125,974,1149,1111,1265,608,192,928,779,174,190,1178,173,1834,19726,1419,27078,6,3,0,0,0,0,0,0,0,0,0,27,0,37,27,12,12,3,16,30,3,8,17,10,29,79,7,182,35,17,18,3,16,30,3,8,19,10,28,110,8,218,1061,1032,586,186,909,734,158,177,1111,160,1650,15545,375,21348,9,7,0,5,7,7,4,0,6,0,5,88,820,929,1104,1055,608,192,930,775,172,187,1137,173,1689,15742,1203,22503
POA2068,120,59,226,68,5,660,823,1184,399,9,415,413,72,110,853,58,1034,11714,424,16254,8,10,4,0,0,3,0,0,3,0,7,68,438,540,1048,1253,486,99,521,552,111,168,974,119,1270,11847,869,17450,6,0,0,0,0,0,0,0,0,0,5,21,0,33,27,9,13,4,12,28,3,6,19,3,14,86,9,175,26,8,13,4,12,28,3,6,20,3,18,103,4,212,1009,1038,465,89,502,522,98,152,901,108,1113,8585,323,13138,11,3,0,3,0,5,0,4,0,4,8,45,355,423,1048,1045,484,99,520,548,107,159,918,118,1136,8734,692,13769
POA2069,74,33,140,59,0,420,756,897,377,12,334,387,70,114,674,54,908,9935,320,13728,15,3,0,0,0,0,0,0,7,0,7,60,368,453,864,937,425,66,388,471,81,139,758,86,1057,10048,694,14604,0,0,0,0,0,0,0,0,0,0,0,20,0,19,25,10,19,0,17,33,4,5,13,3,20,62,8,166,28,13,19,0,17,36,5,5,8,3,20,84,8,186,827,768,408,59,369,430,80,132,710,77,917,7424,259,11144,3,0,0,0,3,7,0,0,0,0,0,22,304,332,858,785,426,66,384,465,81,139,722,86,944,7525,567,11658
POA2070,84,44,210,60,9,518,744,850,403,8,371,410,73,96,650,48,897,10032,305,13728,3,0,3,0,3,3,0,0,3,0,4,69,310,402,875,896,462,85,444,509,97,132,738,94,1115,10161,630,14648,0,5,3,0,0,0,0,0,6,0,5,60,0,76,33,18,25,5,16,26,5,7,19,9,22,84,3,176,33,18,26,5,16,26,4,7,22,9,26,144,8,255,832,719,428,80,423,473,87,118,673,89,970,7428,254,11131,10,0,4,0,5,9,0,7,3,0,6,29,243,293,879,740,455,85,440,507,97,126,694,94,1002,7595,506,11674
POA2071,110,34,177,48,9,506,578,725,317,12,394,404,71,79,540,51,762,9257,286,12587,6,4,0,0,0,0,0,0,6,0,9,62,345,426,706,782,372,95,464,497,85,105,652,89,951,9359,639,13510,8,0,0,0,0,0,0,0,3,0,3,20,0,28,34,11,18,3,8,39,3,7,8,0,23,63,0,159,40,11,19,3,8,36,3,7,14,0,30,79,0,190,656,615,344,93,449,446,75,99,609,84,835,7158,239,10526,4,0,0,0,4,8,0,0,4,4,7,24,292,337,703,633,369,95,458,493,84,101,618,89,870,7261,536,11050
POA2072,65,23,93,39,3,290,294,467,202,4,201,198,32,41,361,20,537,6230,174,8206,4,5,7,0,0,5,0,6,4,0,0,32,243,300,377,493,245,60,238,279,42,58,427,37,631,6301,419,8795,0,0,0,0,0,0,0,0,0,0,0,16,0,20,13,4,8,0,10,19,4,0,3,7,21,41,5,92,15,4,11,0,10,19,3,0,5,7,21,58,3,114,352,408,228,54,226,259,41,59,404,34,570,4932,139,6943,4,0,0,0,4,4,0,4,0,0,5,21,199,235,372,411,245,60,238,278,42,58,409,37,592,5011,349,7297
POA2073,71,39,170,63,7,468,795,1120,426,19,464,482,85,94,727,60,1034,11896,410,16297,6,3,4,0,0,3,0,0,6,0,4,75,357,453,925,1162,483,56,517,574,105,119,800,99,1212,12028,774,17221,0,0,0,0,0,0,0,0,3,0,0,26,0,31,45,11,23,4,22,46,6,11,7,4,25,115,10,245,45,15,20,4,19,53,3,10,12,4,29,137,10,271,873,937,459,51,486,513,97,108,746,92,1059,8824,327,13090,0,0,4,0,3,3,0,0,0,0,3,30,288,331,925,954,479,56,517,573,101,116,756,99,1088,8995,623,13692
POA2074,242,90,391,124,27,1194,1472,1491,718,29,650,847,115,182,1065,95,1442,15166,540,21664,19,11,13,12,4,11,3,0,16,3,23,89,410,560,1847,1610,887,341,804,1097,155,263,1318,184,1858,15379,977,23423,4,5,0,0,3,0,0,0,0,0,9,27,0,36,80,19,62,11,40,97,5,13,30,12,41,167,12,416,84,19,65,11,45,97,5,13,26,12,48,195,12,450,1735,1337,805,289,746,969,144,244,1186,167,1612,11418,456,18163,20,13,17,40,3,24,3,3,33,11,54,39,356,483,1842,1368,880,341,797,1089,155,264,1248,189,1714,11652,818,19105
POA2075,161,60,279,126,10,908,1236,1239,606,24,622,779,97,152,915,76,1311,14601,426,20259,11,3,3,28,9,5,0,3,5,5,28,87,351,501,1493,1311,687,240,748,949,140,202,1084,138,1616,14806,789,21665,3,0,0,0,0,0,0,0,0,0,0,20,0,30,78,20,40,12,24,91,11,18,19,13,28,103,6,285,81,20,36,12,24,91,11,18,18,13,29,124,5,317,1401,1083,648,196,716,849,124,184,980,125,1420,10696,362,16463,9,4,4,25,7,12,0,4,9,0,25,21,268,333,1492,1099,688,232,742,941,135,198,1002,138,1471,10841,636,17110
POA2076,359,125,602,125,33,1558,1436,1588,684,33,746,847,129,191,1265,91,1595,16086,539,23045,13,8,0,9,9,9,0,0,9,0,18,79,619,737,1873,1738,888,455,930,1176,190,283,1629,212,2213,16289,1187,25340,0,0,0,0,0,0,0,0,3,0,0,32,0,32,80,32,49,15,45,79,12,19,33,27,53,157,8,403,80,33,49,15,45,79,12,19,31,27,53,184,14,445,1772,1414,829,415,875,1090,174,248,1498,186,1946,11970,453,19460,12,4,4,21,8,8,0,3,13,4,24,37,537,620,1865,1452,887,455,928,1170,186,276,1546,212,2019,12193,999,20520
POA2077,426,91,611,254,63,1766,1844,2526,773,29,1351,923,182,257,2395,147,2579,28943,875,39495,27,18,3,3,14,12,5,0,13,5,11,159,1317,1556,2254,2695,920,175,1608,1199,250,356,2830,240,3205,29353,2252,42819,8,3,0,0,0,0,0,0,4,0,0,32,0,37,72,29,32,6,45,64,10,21,40,13,40,177,3,403,81,30,32,6,45,71,10,21,43,13,45,204,6,448,2143,2216,879,166,1548,1114,228,324,2673,218,2875,21997,727,32862,23,12,9,3,10,11,6,0,11,7,15,93,1087,1248,2244,2260,918,172,1601,1195,244,347,2730,240,2939,22296,1822,34553
POA2079,68,20,121,46,4,293,482,661,179,3,269,187,36,62,532,31,492,5000,224,7372,0,3,0,0,3,0,0,0,0,0,0,21,118,143,552,690,201,26,324,216,51,81,600,48,611,5066,340,7816,0,0,0,0,0,0,0,0,0,0,0,7,0,11,12,10,3,0,11,8,3,5,12,3,12,47,4,93,12,13,3,0,11,8,3,5,12,3,12,50,4,104,534,570,198,26,310,206,50,76,549,47,541,3696,180,6039,4,0,3,0,4,0,0,0,0,0,0,14,95,120,552,581,201,26,320,209,51,78,562,48,552,3767,276,6260
POA2080,28,0,42,7,0,82,138,154,54,0,56,46,15,13,131,4,112,1073,69,1648,0,0,0,0,0,0,0,0,0,0,0,9,31,34,159,167,58,8,67,62,15,20,151,11,154,1086,99,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,4,0,0,0,0,0,8,0,23,11,3,0,0,0,4,0,0,0,0,0,8,0,30,148,131,58,8,61,56,12,21,134,8,134,786,46,1333,4,0,0,0,0,0,0,0,0,0,0,4,24,32,159,133,58,8,64,56,15,17,139,11,136,797,76,1386
POA2081,47,11,80,11,3,202,379,438,136,5,179,142,19,41,382,21,383,3373,173,5107,0,0,0,0,0,0,0,0,0,0,4,22,57,86,442,465,162,28,204,180,30,54,427,35,459,3405,235,5394,0,0,0,0,0,0,0,0,0,0,0,4,0,4,18,9,10,0,8,12,0,0,11,0,14,45,4,98,18,9,10,0,8,12,0,0,11,0,14,44,4,99,422,367,150,25,189,164,24,54,390,34,398,2411,135,4102,3,0,0,0,0,4,0,0,0,0,0,3,50,69,442,377,162,28,197,184,30,54,402,35,414,2458,189,4264
POA2082,55,15,71,25,10,194,408,492,169,3,190,147,23,56,393,30,401,3289,163,5160,9,4,0,0,0,3,0,0,0,0,6,28,64,103,465,530,199,28,221,177,28,75,448,40,470,3345,240,5458,0,0,0,0,0,0,0,0,0,0,0,7,0,8,23,11,8,6,19,13,3,10,16,3,18,40,0,102,23,11,8,6,19,13,3,10,17,3,17,45,0,111,438,415,186,21,195,162,31,65,392,35,396,2357,131,4109,4,0,4,0,0,0,0,0,0,0,3,7,58,74,465,429,199,28,214,177,31,76,413,40,416,2413,184,4297
POA2083,14,4,19,10,0,55,152,136,65,0,61,58,13,23,124,11,120,915,53,1516,0,0,0,0,0,0,0,0,0,0,0,3,86,94,174,141,72,7,67,65,16,26,141,17,143,930,139,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,7,0,0,5,0,3,18,0,37,7,0,3,0,0,7,0,0,9,0,3,15,0,37,164,127,69,7,67,57,16,25,128,13,132,738,46,1329,0,0,0,0,0,0,0,0,0,0,0,5,74,87,174,125,72,7,67,65,16,26,136,17,133,762,123,1453
POA2084,61,29,68,20,7,225,259,242,111,6,121,136,21,40,230,21,226,2282,121,3419,3,0,0,0,0,0,0,0,0,0,0,16,92,111,331,259,141,60,149,200,30,59,290,47,299,2309,222,3759,0,0,0,0,0,0,0,0,0,0,0,4,0,3,21,0,8,4,11,18,0,8,8,4,8,29,0,81,20,0,8,4,11,18,0,8,8,4,8,32,0,88,305,229,127,55,133,179,27,55,272,39,267,1704,116,2914,0,0,4,0,0,0,0,0,0,0,0,8,81,94,332,226,141,60,149,200,27,59,276,47,281,1741,195,3097
POA2085,169,60,277,67,9,759,848,864,340,19,396,421,65,135,573,61,653,6998,347,10487,11,8,7,4,3,7,0,0,8,0,9,26,140,205,1074,938,427,280,499,554,97,202,752,125,944,7090,502,11452,0,0,0,0,0,0,0,0,0,0,0,5,0,12,59,17,14,14,31,47,10,12,17,11,30,64,9,209,57,17,14,14,31,50,10,12,19,11,31,69,10,219,1005,758,399,260,459,494,89,184,699,113,833,5202,290,8907,9,0,8,3,3,7,0,0,3,0,3,28,120,175,1067,779,423,280,498,557,97,197,719,125,866,5293,417,9308
POA2086,86,36,205,60,11,489,779,995,355,16,387,373,57,118,790,54,798,9462,403,13394,13,3,3,0,0,0,0,4,10,0,8,51,249,329,912,1046,403,63,442,472,83,159,888,84,1007,9568,670,14214,3,0,0,0,0,0,0,0,3,0,0,17,0,25,38,14,23,3,26,40,3,17,16,3,26,78,3,206,35,15,23,3,26,43,3,17,14,3,26,96,7,225,860,833,382,59,412,424,78,138,822,81,868,6786,338,10607,6,0,0,0,0,3,0,0,6,0,0,17,199,229,908,849,404,63,440,462,77,152,836,85,895,6901,544,11066
POA2087,120,49,197,68,9,552,748,830,338,20,404,407,79,109,655,42,760,8609,325,12190,8,9,4,0,0,0,0,5,3,0,3,49,346,424,916,885,417,78,484,508,120,147,776,87,957,8724,682,13161,0,0,0,0,0,0,0,0,0,0,0,10,0,16,40,9,24,0,19,58,12,8,13,7,18,68,5,186,45,9,24,0,19,58,12,8,13,7,18,81,5,201,866,713,391,79,457,446,99,135,713,80,805,6259,270,9829,10,0,0,0,0,6,0,0,5,0,10,16,290,328,916,729,412,78,478,504,112,146,734,87,830,6359,559,10358
POA2088,193,95,295,97,15,993,1590,1811,883,35,518,920,116,228,1457,127,1555,18681,728,26310,23,17,10,3,0,7,0,5,6,0,10,113,854,1032,1917,1914,1034,271,621,1111,176,299,1658,228,1854,18901,1596,28329,0,3,0,0,0,0,0,0,7,0,7,96,5,112,83,26,59,13,25,83,16,14,37,16,50,201,16,469,82,28,60,13,25,83,16,16,41,16,60,295,22,583,1818,1635,958,236,580,1013,148,276,1571,205,1650,14575,627,22321,9,7,6,18,4,9,4,5,3,0,3,60,712,812,1915,1672,1028,271,613,1108,174,295,1617,228,1713,14930,1359,23719
POA2089,46,16,85,27,0,245,532,744,295,15,213,294,42,93,749,45,647,7703,271,10713,6,4,3,0,6,5,0,3,3,0,6,56,449,533,615,772,329,38,234,347,54,117,797,65,737,7778,717,11491,3,0,0,0,0,0,0,0,3,0,9,35,4,47,27,11,10,0,8,28,6,8,18,9,15,75,3,154,27,9,15,0,8,28,6,8,23,9,22,105,5,204,581,689,309,33,219,318,54,106,761,57,674,6331,238,9338,10,5,5,5,0,6,0,0,0,0,7,40,403,465,615,710,329,38,232,347,54,119,789,65,703,6476,644,10007
POA2090,65,29,120,32,0,330,742,922,374,11,273,418,73,117,821,63,825,8926,304,12699,4,0,0,0,0,0,0,0,4,0,4,55,435,504,847,966,432,51,318,479,93,154,891,90,952,9015,745,13533,8,3,0,0,0,0,0,0,6,0,0,46,3,60,35,16,18,0,14,29,4,11,16,10,23,88,11,191,37,18,18,0,14,29,7,14,25,10,23,129,11,249,801,831,413,49,300,439,88,142,845,78,870,7153,267,10899,4,3,0,0,3,0,0,4,0,0,3,27,375,411,848,852,426,51,321,474,88,154,875,86,898,7306,645,11558
POA2092,53,15,83,20,9,224,324,447,184,6,142,191,29,45,359,19,367,5062,219,6906,0,8,3,0,0,6,0,0,5,4,0,30,201,250,378,467,204,55,171,237,48,56,417,41,454,5117,421,7384,5,0,0,0,0,0,0,0,3,0,4,19,0,23,9,8,6,0,7,14,0,4,3,5,13,35,7,82,14,8,9,0,7,14,0,4,3,5,13,51,7,109,360,356,195,50,155,214,47,50,388,36,387,3586,163,5377,5,0,0,3,3,3,0,0,0,0,0,14,165,193,378,369,204,55,163,237,48,56,399,41,404,3655,335,5672
POA2093,162,63,276,77,23,751,1108,1494,585,35,424,572,94,153,1195,91,1203,16204,677,22154,9,7,3,0,4,9,0,0,11,0,14,84,529,653,1284,1558,697,160,510,720,118,201,1364,152,1492,16368,1228,23555,0,5,0,0,0,0,0,0,3,0,4,19,0,29,49,19,32,0,27,54,6,13,21,4,32,128,7,278,45,20,31,0,26,54,6,13,24,4,36,145,9,308,1226,1298,656,155,482,659,107,185,1264,141,1282,11830,539,17696,8,3,5,3,0,6,0,0,6,3,7,47,439,509,1283,1321,693,160,506,719,122,198,1296,151,1328,12019,989,18517
