POA_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
POA2032,0,0,0,5,3,5,5,0,0,16,0,0,3,52,11,12,5,0,0,84,0,0,0,25,4,8,9,8,4,60,0,0,0,8,5,0,0,0,0,12,0,0,11,8,4,5,3,0,0,38,0,0,0,0,3,0,4,0,0,23,0,0,37,53,21,15,21,8,3,165,0,0,0,0,0,0,0,8,0,7,0,0,0,4,0,0,0,0,0,8,0,0,6,8,0,0,0,0,0,16,0,3,11,19,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,8,0,3,12,48,26,24,18,4,4,142,0,0,0,0,0,3,0,0,0,3,0,5,9,30,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,7,0,3,16,59,16,8,0,3,0,110,0,0,0,8,7,4,9,6,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,8,0,0,0,17
POA2033,0,0,0,0,0,0,0,0,0,5,0,0,0,48,4,5,0,0,0,64,0,0,0,33,4,0,7,9,6,61,0,0,4,9,6,0,0,0,0,22,0,0,6,13,5,6,0,0,0,34,0,0,0,4,0,4,0,0,6,11,0,0,32,27,7,6,6,0,0,93,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,0,3,7,0,0,0,0,0,10,0,0,11,12,0,0,0,0,0,21,0,0,0,6,3,0,0,3,0,15,0,0,9,53,20,15,10,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,5,0,0,4,25,11,3,0,0,0,53,0,0,0,7,4,0,0,4,0,20,0,0,0,0,0,0,0,0,0,5,0,0,3,9,5,4,0,3,0,27
POA2034,0,0,0,4,0,7,4,0,0,15,5,6,6,272,29,19,10,0,0,334,0,0,3,41,6,9,3,9,5,86,0,0,0,4,0,5,0,0,0,15,0,0,0,0,4,0,0,0,0,11,0,3,0,10,7,7,4,7,3,29,0,0,0,12,10,11,7,10,0,45,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,3,0,18,0,0,0,5,0,33,0,4,9,101,41,33,25,5,0,216,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,8,4,0,0,0,0,25,0,0,0,12,3,5,7,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,11,13,5,0,88
POA2035,0,0,3,14,14,0,3,0,0,33,0,4,19,248,34,18,4,5,0,330,0,0,3,61,13,16,22,46,21,193,0,0,4,17,10,12,6,0,0,42,0,0,5,28,4,0,5,0,0,39,0,0,0,10,9,14,12,11,4,47,0,0,22,49,23,36,43,20,6,196,0,0,0,0,0,7,14,12,8,37,0,0,0,9,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,9,4,0,0,0,0,0,24,0,0,3,10,3,4,6,0,0,30,0,9,19,116,60,62,32,9,3,299,0,0,0,0,0,0,4,0,0,9,0,0,6,12,0,0,0,0,0,18,0,0,0,0,3,0,3,0,0,12,0,8,6,48,18,6,7,6,0,100,0,0,0,29,11,3,29,3,5,83,0,0,0,0,0,4,0,0,0,7,0,5,5,27,14,19,5,5,0,83
POA2036,0,11,6,23,17,34,15,3,6,113,5,0,20,303,43,17,13,17,4,418,0,8,7,35,16,13,20,20,8,124,0,0,4,7,9,3,0,0,0,20,0,0,0,8,9,6,0,6,0,31,0,0,0,7,8,22,18,7,3,63,0,0,7,37,13,32,30,13,0,137,0,0,0,0,0,0,18,20,6,54,0,0,0,4,4,4,9,5,0,35,0,0,0,0,0,0,0,0,0,3,0,0,4,13,4,0,0,0,0,13,0,0,4,8,4,12,3,0,0,35,5,9,35,98,64,55,52,14,7,333,0,0,0,0,5,0,8,0,0,12,0,0,11,21,0,0,6,0,0,33,0,3,0,5,3,0,0,0,0,10,4,10,15,74,23,21,11,6,0,154,0,0,4,21,8,8,13,0,0,60,0,0,0,9,0,6,0,0,0,17,0,3,6,34,10,22,13,4,0,95
POA2037,0,0,0,0,0,0,0,0,0,3,0,0,0,31,8,8,5,4,0,52,0,0,3,40,0,0,10,7,0,69,0,0,3,10,5,7,0,0,0,26,0,3,6,20,3,0,0,0,0,34,0,0,0,3,0,4,3,0,0,16,0,0,8,36,10,9,7,6,0,68,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,16,0,0,0,7,0,0,0,0,0,19,0,0,12,94,42,50,35,7,0,241,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,9,0,0,0,4,0,4,0,0,0,4,0,3,9,47,5,3,0,0,0,68,0,0,0,11,0,0,0,5,0,17,0,0,0,0,0,4,0,0,0,7,0,0,0,15,17,8,11,0,0,54
POA2038,0,0,0,3,0,0,0,0,0,5,0,0,0,15,9,0,6,0,0,39,0,0,0,15,0,3,12,4,9,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,10,0,0,0,6,0,4,0,0,0,16,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,0,4,4,44,26,16,20,3,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,0,15,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,7,0,0,28
POA2039,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8,14,3,0,0,68,0,0,0,9,8,3,6,6,0,33,0,0,0,5,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,11,0,0,0,0,3,4,6,0,0,7,0,0,0,6,8,4,0,0,0,16,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,14,0,0,4,34,32,23,12,5,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,9,6,0,0,0,0,14,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,6,0,0,24
POA2040,0,3,0,4,0,4,0,0,0,5,0,3,0,61,27,9,5,0,0,114,0,4,3,50,19,23,45,51,54,254,0,0,0,15,3,8,0,0,0,25,0,0,0,12,9,0,0,0,0,23,0,0,0,7,3,3,7,0,0,18,0,3,5,19,11,12,3,0,0,48,0,0,0,0,0,8,3,10,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,6,0,4,4,3,0,24,0,11,14,94,86,45,26,5,0,274,0,0,0,3,4,0,0,0,0,17,0,0,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,3,26,5,3,8,4,0,55,0,0,0,3,3,0,0,4,0,10,0,0,0,3,0,5,0,0,0,3,0,5,3,20,34,20,15,3,0,98
POA2041,0,0,0,0,0,3,0,0,0,7,0,0,3,45,26,17,9,8,0,110,0,0,3,13,4,7,8,3,8,43,0,0,3,0,3,6,0,0,0,11,0,0,4,5,0,0,0,0,0,9,0,0,0,6,0,0,0,5,0,7,0,3,0,10,4,0,10,0,0,25,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,10,7,4,4,3,0,32,0,0,3,49,60,39,32,14,0,193,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,12,5,4,0,0,0,21,0,0,0,7,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,15,13,5,0,71
POA2042,0,0,0,0,0,0,0,0,0,4,0,0,0,63,19,13,4,0,0,103,0,0,0,37,7,8,3,0,0,57,0,0,7,15,10,0,0,0,0,32,0,0,0,18,5,0,0,0,0,20,0,5,0,3,4,8,7,0,0,26,0,0,5,25,15,10,9,0,0,58,0,0,0,0,0,0,0,5,0,9,0,0,0,0,6,0,0,0,0,10,0,0,0,3,0,0,0,4,0,5,0,0,5,20,0,0,0,0,0,26,0,0,6,9,3,4,5,0,0,27,4,0,11,117,40,56,28,0,0,260,0,0,0,0,4,0,3,0,0,13,0,0,4,10,0,4,0,0,0,19,0,0,0,4,5,0,0,0,0,10,0,0,6,33,13,3,4,0,0,57,0,0,0,6,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,17,6,3,0,77
POA2043,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,6,0,0,0,55,0,0,0,19,4,3,0,0,0,29,3,0,0,7,8,0,0,0,0,19,0,3,0,11,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,26,12,3,0,0,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,8,5,0,0,0,9,0,0,8,92,26,23,6,3,0,169,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,36,0,0,0,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,4,7,0,0,38
POA2044,0,0,0,0,0,0,0,0,0,3,0,0,0,21,7,4,0,0,0,29,0,0,0,10,9,3,0,0,0,29,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,4,0,9,0,0,0,15,5,3,4,0,0,20,0,0,0,0,0,0,0,0,6,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,14,4,0,0,0,0,26,0,0,0,5,0,0,0,0,0,8,0,0,10,45,20,19,9,0,0,103,0,0,0,3,6,10,25,16,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,36,6,5,7,3,0,63,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,5,0,20
POA2045,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,5,0,0,22,0,0,0,10,5,40,74,98,78,318,0,0,0,6,5,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,7,3,0,0,0,5,0,0,0,5,4,0,7,0,0,11,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,19,10,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,9
POA2046,0,0,0,0,0,0,0,0,0,7,0,0,0,66,27,22,8,0,0,130,4,7,3,89,48,112,205,231,136,827,0,0,4,5,4,0,0,0,0,21,0,0,3,25,16,5,10,3,4,72,0,0,0,12,15,22,8,5,0,63,0,0,7,19,10,6,9,6,3,53,0,0,0,0,4,0,6,10,0,19,0,0,0,3,0,0,5,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,6,0,3,5,3,0,18,3,10,9,59,47,36,30,6,0,203,0,0,0,12,0,4,0,0,0,15,0,0,0,8,6,0,3,0,0,16,0,0,0,0,4,3,0,0,0,8,0,0,4,24,10,3,4,0,0,53,0,0,0,11,0,9,4,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,12,3,4,45
POA2047,0,0,0,0,0,0,0,0,0,7,0,0,0,30,6,7,7,4,0,54,0,0,3,30,9,9,24,31,19,120,0,0,0,0,0,0,0,0,0,8,0,0,4,16,3,0,0,0,0,22,0,0,0,0,3,6,4,4,0,22,0,0,0,10,4,4,4,0,3,33,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,4,3,26,35,30,9,10,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,30,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,9,3,4,0,34
POA2048,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,0,0,21,0,0,0,6,5,4,5,9,10,48,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,11,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,3,0,4,0,0,0,0,3,0,0,4,28,23,24,9,4,0,90,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,7,0,0,0,6,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,0,0,17
POA2049,0,0,0,0,0,7,0,0,0,3,0,0,0,33,14,5,6,3,3,56,0,0,7,30,6,3,9,18,13,84,0,0,0,8,4,0,0,0,0,14,0,4,0,5,0,0,0,0,0,12,0,0,0,0,0,7,8,4,0,22,0,0,0,15,7,3,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,14,0,0,7,49,23,28,7,5,0,127,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,9,0,0,4,32,3,0,7,0,0,49,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,7,3,0,0,39
POA2050,0,0,0,0,0,5,0,0,0,6,4,0,4,16,11,4,3,0,0,37,0,0,3,19,0,0,3,0,0,29,0,0,0,8,0,5,0,0,0,18,0,0,0,17,0,0,0,0,0,23,0,0,0,4,3,0,0,0,0,12,0,0,3,19,12,5,6,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,13,0,0,28,70,24,11,10,0,0,144,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,30,4,0,0,0,0,41,0,0,0,9,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,11,6,7,0,0,0,25
POA2060,0,0,0,0,0,0,0,0,0,3,0,0,0,24,10,5,0,0,0,42,0,0,0,33,0,8,3,5,0,51,0,4,3,21,6,6,3,0,0,48,0,4,0,27,17,3,0,3,0,59,0,0,0,3,0,6,0,0,0,12,0,0,6,27,15,3,8,0,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,16,9,0,0,0,0,0,24,0,0,0,9,3,0,8,4,3,25,0,0,19,65,35,25,20,13,0,187,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,18,0,0,0,4,5,0,0,0,0,8,0,4,0,37,13,5,4,0,0,76,0,0,0,13,5,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,17,5,5,0,49
POA2061,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,21,0,0,0,8,11,6,3,0,0,30,0,3,0,3,8,3,0,0,0,30,0,0,0,11,7,0,5,6,0,28,0,0,0,0,3,0,0,0,0,6,0,0,0,12,9,3,9,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,11,0,0,0,20,7,18,16,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,16,0,4,0,4,0,25,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,14
POA2062,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,4,0,0,21,0,3,0,4,0,4,3,3,0,25,0,0,0,12,5,9,8,0,0,31,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,0,0,4,25,17,18,11,6,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,13,4,4,0,0,0,23,0,0,0,8,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,0,0,19
POA2063,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0,18,0,0,0,0,0,0,3,4,3,15,0,6,8,9,11,8,3,0,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,4,0,0,0,3,11,6,8,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,13,16,17,6,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,18
POA2064,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,11,0,0,0,8,5,5,5,4,5,29,0,0,3,19,26,9,4,0,0,60,0,0,5,36,12,9,0,0,3,68,0,0,0,0,0,0,0,4,0,7,0,0,0,23,14,3,0,5,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,24,51,9,0,0,0,0,78,0,0,0,0,0,0,0,0,0,6,5,0,4,30,13,13,8,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,5,0,22,0,0,0,0,0,0,0,0,0,4,0,11,3,41,11,9,0,0,0,70,0,0,0,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,11
POA2065,0,0,4,5,0,0,0,0,0,14,0,0,3,50,24,11,10,9,0,104,0,0,0,50,12,7,8,8,7,95,12,23,13,85,49,19,8,0,0,216,0,5,3,65,20,12,4,4,0,112,0,0,0,4,3,6,10,5,0,25,0,0,9,83,29,16,35,3,0,174,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,35,45,3,0,0,0,0,87,0,4,0,22,17,5,3,4,0,55,0,10,21,168,98,65,48,16,4,423,0,0,0,5,0,0,5,0,0,20,0,0,0,30,4,3,0,0,0,41,0,0,0,3,9,0,8,0,0,12,0,4,11,101,19,9,8,0,0,160,0,0,3,30,8,3,4,3,0,54,0,0,0,0,0,0,0,0,0,6,0,0,5,27,24,14,16,7,0,92
POA2066,0,0,0,3,0,0,3,0,0,7,0,5,4,42,31,10,11,5,0,99,0,4,0,39,10,17,11,18,6,105,3,6,3,41,20,4,5,4,0,88,4,13,13,68,16,7,8,3,3,126,0,0,5,10,11,7,9,5,0,42,0,0,12,81,29,31,22,15,4,194,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,4,0,0,0,14,0,0,0,0,3,6,0,0,0,5,0,0,32,66,6,0,0,0,0,108,0,0,0,8,10,4,4,8,11,44,0,9,21,111,74,57,36,18,0,327,0,5,0,8,0,4,0,4,0,23,3,7,0,26,3,3,0,0,0,44,0,0,0,3,6,3,0,6,0,23,3,22,10,105,27,9,11,0,0,188,5,3,0,25,6,7,13,4,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,7,10,3,0,56
POA2067,0,0,0,4,0,3,0,0,0,7,0,3,0,12,10,10,0,0,5,41,0,0,0,22,12,10,12,19,15,76,12,42,33,95,54,23,14,0,0,278,3,40,48,228,82,48,28,13,0,482,0,0,0,3,7,11,3,3,0,28,5,12,36,122,47,32,26,25,9,290,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,7,0,0,48,94,0,0,0,0,0,146,0,0,0,5,4,0,5,0,0,25,5,16,21,58,37,36,22,13,0,210,0,0,0,0,0,0,0,0,0,3,0,0,5,15,0,3,0,0,0,21,0,0,0,0,8,12,9,10,7,43,0,15,20,129,42,14,9,4,0,227,0,0,0,12,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,4,5,3,40
POA2068,0,0,0,0,0,3,0,0,0,7,0,0,0,12,15,7,6,3,0,43,0,0,0,3,5,8,8,25,10,62,0,5,8,19,22,14,9,4,0,73,0,3,0,17,3,5,3,0,0,45,0,0,0,4,7,8,5,11,0,34,0,0,0,24,25,7,12,5,0,76,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,8,3,16,0,8,9,26,56,36,18,9,0,160,0,0,0,0,0,3,4,0,0,8,0,0,0,4,0,4,0,0,0,9,0,4,0,5,6,8,5,0,0,23,0,5,4,25,14,7,5,0,0,52,0,0,0,5,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,10,3,7,0,43
