POA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
POA2031,0,5,14,92,54,23,29,24,15,254,0,0,3,8,4,12,30,67,51,175,4,17,23,57,28,36,27,16,0,205,0,11,25,186,28,22,19,24,4,316,0,4,14,58,20,16,11,11,0,134,0,0,0,56,9,4,0,0,0,80,0,0,0,5,9,8,8,5,0,26,5,8,42,1083,107,48,20,10,8,1332,0,3,4,123,13,16,34,39,24,266,0,8,0,52,28,15,3,3,0,125,0,3,9,47,12,0,0,0,0,72,0,0,0,19,7,8,0,8,12,60,0,0,56,83,30,30,39,20,6,267,0,0,0,0,0,6,8,7,7,27,0,0,0,9,0,7,6,0,0,19,0,0,5,5,0,0,0,0,0,22,0,0,15,41,0,0,0,0,0,56,0,9,4,25,14,5,10,5,8,70,4,16,42,267,136,133,86,36,12,738,0,0,0,4,0,0,0,0,0,7
POA2032,0,0,3,22,6,0,3,8,4,54,0,0,0,3,3,15,64,148,103,343,0,4,44,53,18,47,23,12,5,209,0,14,102,211,27,5,12,5,5,387,5,11,103,235,79,71,50,29,9,579,0,0,4,58,9,7,4,0,0,83,0,0,0,6,5,6,6,0,0,21,0,0,3,109,17,13,8,0,0,159,0,0,0,31,3,10,19,27,17,111,0,3,3,29,10,5,0,9,0,52,0,0,19,30,22,9,5,3,0,93,0,0,0,6,7,7,14,7,6,52,0,0,77,106,45,29,51,15,13,342,0,0,0,0,0,0,6,10,11,25,0,0,0,5,0,3,0,4,0,15,0,0,14,7,3,0,0,0,0,21,0,6,7,37,3,0,0,0,0,54,0,0,4,4,0,0,4,0,0,12,0,5,27,80,44,42,27,11,11,239,0,0,0,0,0,3,0,0,0,3
POA2033,0,0,4,17,11,8,6,4,6,50,0,3,0,8,11,13,27,62,56,178,0,5,59,51,22,36,19,3,3,199,0,14,111,179,22,7,6,7,3,349,0,5,78,136,48,37,26,5,4,345,0,0,10,38,4,6,0,6,0,55,0,0,0,8,0,0,7,0,0,10,0,0,3,98,7,8,0,0,0,123,0,0,0,42,8,3,9,13,16,97,0,7,9,27,18,7,0,0,0,65,0,3,12,40,21,14,0,0,0,87,0,0,6,3,0,7,4,0,4,24,0,0,84,56,21,25,21,8,0,215,0,0,0,0,0,0,0,0,3,4,0,0,0,8,3,6,0,0,0,16,0,0,13,14,0,0,0,0,0,21,0,0,17,18,0,0,0,0,0,34,0,0,0,12,3,5,0,8,0,28,0,3,36,84,34,31,17,4,0,209,0,0,0,0,0,0,0,0,0,3
POA2034,0,4,14,76,35,13,11,11,3,164,0,0,0,0,3,12,30,42,17,103,0,11,4,26,8,18,13,3,0,88,0,0,0,48,16,14,10,9,11,100,0,3,3,21,13,14,9,0,0,60,0,0,0,23,8,0,3,0,0,35,0,0,0,9,10,10,9,0,0,32,5,5,19,608,57,34,17,3,0,750,0,0,6,73,13,15,14,19,5,145,0,0,0,12,12,9,0,0,0,41,0,0,0,14,13,0,3,0,0,34,0,3,0,11,15,4,12,12,4,61,0,0,5,32,24,22,23,14,0,123,0,0,0,0,0,0,8,5,0,11,0,0,0,8,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,8,0,4,0,35,7,6,3,6,0,66,0,8,19,210,85,67,50,16,0,455,0,0,0,10,0,0,5,0,0,12
POA2035,0,6,12,91,20,14,20,28,7,196,0,0,11,19,6,44,119,248,137,584,0,15,28,108,61,84,77,22,10,415,4,8,19,123,25,23,31,36,11,273,5,15,62,279,131,94,107,52,13,752,0,0,4,33,10,14,7,5,0,68,0,0,7,15,21,8,8,9,5,68,0,5,24,467,66,34,6,20,4,619,0,4,6,105,22,27,71,75,43,364,0,5,6,53,27,31,4,0,0,129,0,3,9,51,13,13,10,5,0,99,3,0,0,16,17,30,23,18,12,123,0,4,37,115,60,80,95,39,6,435,0,0,0,0,0,11,32,27,11,85,0,0,0,13,0,8,6,3,0,31,0,0,0,0,0,0,5,4,0,10,0,0,18,15,5,5,0,0,0,36,0,6,4,28,10,3,6,5,0,65,5,15,37,207,120,99,56,13,4,553,0,0,0,14,4,3,7,0,0,22
POA2036,0,6,4,33,21,10,13,23,13,126,0,0,4,15,18,22,50,60,26,200,0,8,40,98,50,70,55,7,3,332,0,13,38,160,61,41,42,24,6,384,0,11,57,174,115,97,59,19,4,532,0,5,0,65,16,21,3,3,0,118,0,17,22,67,60,59,27,8,3,263,9,8,33,564,59,22,36,24,13,763,0,3,6,58,25,27,48,47,24,235,0,0,6,29,18,10,10,0,0,75,0,0,3,29,26,17,8,5,0,88,0,7,0,26,18,27,26,12,4,115,0,6,14,77,32,61,74,28,0,291,0,0,3,0,0,7,44,48,12,121,0,0,3,14,9,15,20,9,0,62,0,0,0,4,0,0,0,0,0,9,0,0,4,14,4,0,0,0,0,22,0,3,4,15,6,14,13,4,5,57,6,13,54,197,129,112,78,35,8,635,0,0,0,6,3,3,4,0,0,20
POA2037,6,5,7,53,21,14,16,16,0,123,0,0,0,11,6,9,7,18,6,51,0,7,20,52,15,21,11,3,0,128,0,4,25,163,11,10,6,4,0,229,0,0,22,44,3,15,19,4,3,111,0,0,3,47,8,3,0,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,8,48,19,14,8,8,3,103,0,3,4,64,7,8,19,12,5,118,0,4,10,44,26,9,10,0,0,93,0,4,19,61,8,5,0,0,0,107,0,0,0,16,7,8,10,0,0,38,0,0,12,78,28,13,23,4,3,164,0,0,0,0,0,0,8,4,0,19,0,0,0,6,0,0,0,0,0,8,0,0,3,7,0,0,4,0,0,12,0,0,3,20,3,0,0,0,0,22,0,7,0,25,3,3,4,0,0,40,0,0,33,177,88,85,65,22,0,473,0,0,0,3,0,0,0,0,0,5
POA2038,0,0,3,13,10,11,5,8,0,51,0,0,0,0,3,4,6,14,12,35,0,5,0,14,9,3,3,0,0,38,0,0,0,46,4,5,0,7,5,63,0,0,6,15,7,3,7,3,0,39,0,0,0,19,4,4,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,34,16,6,9,3,0,67,0,0,0,17,6,9,27,9,14,80,0,0,0,5,10,4,0,0,0,22,0,0,0,22,5,0,0,0,0,27,0,0,0,6,5,4,3,5,0,21,0,4,0,17,7,8,4,0,0,44,0,0,0,0,0,3,0,3,4,15,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,4,6,3,9,0,0,15,0,4,6,88,54,35,33,7,3,242,0,0,0,0,0,0,0,0,0,4
POA2039,0,4,3,12,8,6,6,4,0,49,0,0,0,7,4,9,0,18,7,39,4,5,5,15,5,5,4,0,0,37,0,0,3,29,11,11,6,0,0,56,0,0,0,7,3,0,3,0,0,14,0,0,0,13,5,0,0,0,0,20,0,0,0,3,0,0,0,0,0,4,0,0,0,66,18,21,5,6,0,116,0,0,0,17,15,11,3,4,5,47,0,0,3,12,4,5,6,0,0,30,0,0,0,11,8,4,3,3,0,29,0,0,0,4,3,6,0,3,0,14,0,0,0,13,10,6,0,0,0,32,0,0,0,0,0,4,8,0,0,14,0,0,0,0,0,3,4,0,0,7,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,0,8,0,0,5,7,9,0,3,0,0,19,0,0,13,60,60,39,30,6,3,223,0,0,0,0,0,0,0,0,0,0
POA2040,0,10,5,36,32,15,12,12,6,126,0,0,0,7,5,8,24,57,24,123,3,7,9,55,24,10,11,4,0,124,0,10,8,86,13,9,5,10,0,136,0,0,7,41,14,3,9,0,0,81,0,0,6,39,3,8,4,0,0,60,0,4,0,3,5,0,5,0,0,10,0,3,3,104,56,24,15,0,0,203,0,5,6,89,34,50,100,137,97,513,0,3,0,42,24,7,6,5,0,78,0,0,0,29,14,0,8,0,3,64,0,0,0,17,10,7,11,5,0,44,0,3,5,44,30,12,11,4,0,107,0,0,0,0,0,10,19,13,6,50,0,0,0,4,4,3,0,0,0,14,0,0,0,4,3,0,0,0,0,10,0,0,3,13,0,0,0,0,0,19,0,0,3,12,8,7,10,5,0,44,4,11,19,179,162,97,63,21,7,560,0,0,4,8,4,7,10,7,6,32
POA2041,0,5,0,36,19,15,24,17,6,110,0,0,0,0,5,8,10,10,12,44,4,13,9,16,5,4,8,0,0,61,0,4,3,46,15,11,8,5,0,85,0,0,0,9,3,0,3,0,0,15,0,0,0,7,0,0,6,0,0,16,0,0,0,4,0,3,0,0,0,8,0,0,3,87,57,28,13,4,6,201,0,6,5,31,14,12,8,15,17,108,0,4,3,9,14,11,3,0,0,43,0,0,0,23,12,3,0,3,0,38,0,0,0,7,0,8,3,5,0,20,0,3,0,14,19,6,8,0,0,55,0,0,0,0,0,4,7,0,4,16,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,0,9,0,4,0,17,16,6,7,10,0,68,0,0,9,98,113,97,63,24,0,405,0,0,0,5,0,3,0,0,0,8
POA2042,0,6,7,47,28,15,11,6,0,126,0,0,3,10,0,16,25,57,36,144,0,3,17,48,8,12,5,0,0,103,0,6,13,78,6,9,11,0,0,126,0,0,19,37,11,4,8,0,0,78,0,0,0,28,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,9,0,0,5,101,33,20,6,5,0,171,0,0,0,71,7,8,3,5,0,96,0,0,13,49,22,7,0,0,0,95,0,0,4,47,12,3,0,0,0,62,0,5,0,11,3,5,10,5,0,38,0,0,14,63,19,18,7,0,0,123,0,0,0,0,0,0,4,8,3,17,0,0,0,8,7,0,0,0,0,7,0,0,0,6,0,0,3,0,0,18,0,0,9,26,0,0,0,0,0,36,0,0,3,30,3,7,9,0,0,53,3,0,23,229,83,81,46,0,0,479,0,0,0,5,3,0,8,3,3,29
POA2043,0,0,0,40,12,11,0,6,0,69,0,0,0,8,3,4,8,3,4,26,4,0,8,33,6,7,4,0,0,67,0,3,4,89,9,10,3,0,0,107,0,0,5,40,0,5,0,0,0,50,0,0,0,15,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,80,13,6,0,5,0,102,0,0,0,29,4,4,0,5,0,48,3,0,0,17,15,0,0,0,0,46,3,3,6,30,5,3,0,0,0,58,0,0,0,0,0,0,0,0,0,4,0,0,6,58,18,7,4,0,0,90,0,0,0,0,0,3,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,0,0,0,9,8,0,0,0,0,16,0,0,13,170,54,40,22,3,0,306,0,0,0,3,0,0,3,12,0,23
POA2044,0,0,0,21,3,5,8,4,0,29,0,0,0,5,7,6,30,48,18,112,0,0,0,18,9,3,8,0,0,31,0,4,6,62,4,6,0,0,0,83,0,0,5,38,10,9,3,3,0,74,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,40,5,10,3,0,0,64,0,0,0,15,8,5,0,5,3,43,0,0,5,10,10,3,0,0,0,28,0,0,0,14,3,4,0,0,0,21,0,0,3,7,5,0,4,6,0,23,0,0,3,28,11,5,3,0,0,50,0,0,0,0,0,0,3,6,3,18,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,25,4,0,5,0,0,39,0,0,0,10,3,0,0,0,0,17,0,0,9,79,41,27,24,5,0,178,0,0,0,9,7,25,51,31,17,146
POA2045,0,0,0,0,4,3,4,0,0,13,0,0,0,5,6,13,5,19,7,49,0,3,4,13,11,12,4,0,0,33,0,0,0,9,0,10,0,0,0,22,0,0,0,4,3,0,0,0,0,11,0,0,0,7,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,6,12,6,5,0,0,37,0,0,0,12,12,80,168,231,184,687,0,0,0,4,5,0,0,0,0,15,0,0,0,5,0,3,0,0,0,5,0,0,0,3,5,3,0,0,0,13,0,0,0,10,6,7,9,0,0,30,0,0,0,0,0,0,5,3,0,15,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,3,0,19,34,22,7,0,0,97,0,0,0,0,0,0,0,0,0,3
POA2046,0,0,0,23,19,10,25,14,3,93,0,0,0,7,8,26,46,89,31,209,0,8,9,75,44,38,56,15,0,248,0,11,0,110,36,29,21,15,0,220,4,0,5,29,11,17,12,0,0,83,0,0,0,58,15,11,8,0,0,100,0,0,3,3,8,3,0,0,0,22,0,7,3,115,42,25,23,12,7,224,4,7,10,137,77,224,448,514,335,1764,0,0,4,23,20,7,4,0,0,59,3,0,8,56,33,26,23,11,4,169,0,0,0,19,28,37,25,13,0,124,0,0,5,53,27,18,30,7,6,141,0,0,0,0,10,6,16,18,4,49,0,0,0,12,0,9,5,0,0,29,0,0,0,4,6,8,0,0,4,16,0,0,0,11,0,0,0,0,0,12,0,0,0,10,3,7,6,8,0,28,3,20,15,108,91,77,53,17,6,395,0,0,0,12,4,4,3,4,0,31
POA2047,0,0,0,15,13,8,8,16,0,68,0,0,0,0,5,13,24,50,23,125,0,4,3,20,7,16,9,4,0,75,0,9,0,61,15,14,18,10,4,119,0,6,3,11,9,3,10,0,0,37,0,0,0,29,5,9,0,0,0,47,0,0,0,7,0,0,0,0,0,5,0,5,0,53,17,19,6,11,3,115,0,4,0,45,10,29,47,61,48,255,0,0,3,11,0,9,4,0,0,29,0,0,5,29,12,8,0,0,0,51,0,0,0,7,10,4,8,4,0,35,0,0,0,21,13,15,19,6,4,83,0,0,0,0,0,0,4,5,0,12,0,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,11,0,0,3,4,6,3,3,0,0,17,0,3,10,59,75,54,26,23,3,252,0,0,0,0,0,3,0,0,0,6
POA2048,0,0,0,5,4,4,9,5,0,30,0,0,0,8,3,7,20,31,19,88,0,0,0,24,3,0,3,0,0,35,0,0,12,31,7,6,5,0,0,58,0,0,0,15,7,0,4,0,0,33,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,5,0,22,12,9,0,0,0,46,0,0,0,9,14,4,16,14,23,85,0,0,3,14,10,0,0,0,0,21,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,10,0,0,0,20,12,3,0,0,0,39,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,13,0,0,0,0,0,19,0,0,3,0,3,0,0,0,0,10,0,0,11,52,47,32,17,3,0,163,0,0,0,0,5,0,4,6,0,13
POA2049,0,0,0,20,8,12,4,3,0,53,0,0,0,0,4,9,24,47,25,114,0,6,3,50,0,5,4,0,0,70,0,0,5,63,19,3,5,3,3,100,0,0,7,26,8,4,3,8,0,51,0,0,0,10,0,0,0,0,0,13,0,0,5,0,0,7,6,0,0,9,0,0,0,47,17,10,3,0,4,87,0,0,9,49,20,4,21,40,27,167,0,0,7,26,13,5,0,0,0,44,0,4,0,26,13,0,0,0,0,43,0,0,0,5,6,9,12,8,0,48,0,0,5,30,12,10,10,0,0,69,0,0,0,0,0,0,5,4,0,11,0,0,0,5,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,3,22,0,0,0,0,0,24,0,0,0,12,5,3,3,0,0,22,0,0,21,106,34,50,27,4,4,250,0,0,0,5,0,0,0,0,5,9
POA2050,0,0,11,28,8,4,7,5,0,54,0,0,0,0,0,3,0,4,0,8,0,0,31,36,0,9,4,0,0,88,0,0,42,110,0,6,3,3,0,168,0,0,16,24,6,0,5,0,0,50,0,0,0,33,5,4,0,0,0,40,0,0,0,0,0,5,0,0,0,6,4,0,4,31,13,9,6,0,0,68,0,0,5,30,4,5,7,0,0,50,0,6,10,30,7,3,3,0,0,60,0,0,3,42,6,7,0,0,0,63,0,0,0,4,3,0,4,0,0,17,0,0,13,53,21,6,9,7,0,101,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,13,9,0,0,0,0,19,0,4,57,122,47,27,9,3,0,280,0,0,0,0,0,5,0,0,0,6
POA2060,0,0,0,51,5,11,5,12,3,92,0,0,0,9,0,0,8,9,0,19,0,10,27,99,37,42,31,4,0,249,16,34,15,391,35,24,9,11,5,526,0,0,6,46,15,3,4,6,0,83,0,0,0,85,17,9,11,3,0,125,0,0,0,3,6,0,0,0,0,9,0,0,0,49,10,18,4,9,0,85,0,0,0,54,3,6,6,10,0,87,0,8,13,84,32,17,10,7,0,162,0,7,6,82,40,6,3,6,0,154,0,0,0,5,0,5,0,0,0,16,0,0,8,68,31,16,20,6,0,164,0,0,0,0,0,0,0,6,0,8,0,0,0,4,0,3,0,0,0,13,0,0,0,4,6,0,0,0,0,8,0,0,17,29,0,0,0,0,0,46,0,0,0,12,6,0,16,7,3,51,0,0,28,139,62,50,44,26,10,363,0,0,0,4,0,3,0,4,0,14
POA2061,0,0,0,17,6,7,9,5,4,36,0,0,0,0,0,0,8,0,0,15,0,4,9,34,9,25,34,13,0,133,0,0,0,100,20,22,11,8,0,167,0,0,4,9,3,4,7,0,0,37,0,0,6,30,9,8,5,8,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,26,9,8,7,0,0,50,0,5,0,28,10,9,4,0,0,56,0,3,0,26,12,9,3,0,0,60,0,0,0,29,15,8,18,6,0,74,0,0,0,5,4,4,0,0,0,13,0,0,0,30,11,17,27,9,4,91,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,6,0,0,0,0,0,8,0,0,0,5,0,5,0,0,0,9,3,0,5,41,24,36,23,14,0,142,0,0,0,3,0,0,0,0,0,3
POA2062,0,0,0,8,3,0,4,6,4,31,0,0,0,4,0,3,0,0,0,8,0,7,8,30,14,6,9,4,0,75,0,11,6,70,14,8,0,4,0,110,0,0,0,3,5,0,0,0,0,8,0,4,0,23,3,3,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,13,17,4,6,0,0,44,0,3,0,15,4,6,11,3,3,39,0,7,0,31,20,6,9,3,0,79,0,4,0,22,3,0,0,0,0,39,0,0,0,0,5,0,4,0,0,10,0,3,4,21,8,6,6,7,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,7,10,0,0,0,0,0,20,0,0,0,0,3,0,0,3,0,7,0,9,9,52,36,36,30,7,0,169,0,0,0,0,0,0,0,0,0,0
POA2063,0,4,0,13,5,6,5,8,4,42,0,0,0,0,0,0,4,14,0,25,3,27,11,28,31,14,25,5,0,135,0,3,0,13,6,7,6,0,0,44,0,0,0,0,0,3,4,0,0,11,0,0,0,9,4,3,10,5,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,6,0,0,0,29,0,0,0,4,0,4,3,9,7,29,0,8,13,29,19,26,9,3,3,104,0,0,0,3,4,8,0,0,0,16,0,0,0,0,5,3,0,0,0,16,0,0,3,8,17,15,18,7,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,3,0,0,0,3,13,0,5,8,22,35,31,8,3,0,120,0,0,0,0,0,0,0,0,0,3
POA2064,0,0,0,8,5,3,3,0,7,25,0,0,0,0,0,3,0,0,0,6,9,24,7,90,56,42,51,18,5,298,5,129,16,436,57,20,15,5,5,697,5,8,4,45,23,9,6,0,0,90,0,4,0,20,15,8,11,8,3,71,0,0,0,0,0,0,0,0,0,4,0,3,3,11,5,5,0,0,0,32,0,0,0,12,4,4,6,7,4,41,0,9,3,71,64,28,7,0,0,186,0,3,7,56,26,18,8,7,6,135,0,0,0,4,4,0,0,3,0,15,0,7,3,62,32,18,6,11,4,147,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,39,86,8,0,0,0,0,146,0,0,0,0,0,0,6,3,0,10,5,3,20,44,30,31,20,5,0,153,0,0,0,0,0,4,0,0,0,5
POA2065,0,4,7,67,31,10,22,16,4,158,0,0,0,7,4,3,5,13,3,38,7,37,50,341,133,98,123,19,3,809,11,60,31,700,68,47,36,21,0,975,0,0,12,92,27,14,10,8,0,170,0,5,3,177,21,25,20,7,3,256,0,0,7,9,0,4,3,0,0,26,0,0,3,89,52,22,18,8,0,199,0,3,7,79,11,9,19,15,13,156,13,43,25,283,134,61,25,6,0,583,0,4,12,192,61,29,15,12,0,326,0,0,0,16,12,14,15,12,4,67,0,4,14,197,54,55,63,22,0,407,0,0,0,0,0,0,9,0,0,8,0,0,0,7,0,0,0,0,0,14,0,0,3,4,4,3,0,0,0,8,0,0,50,72,6,0,0,0,0,120,0,9,6,31,20,6,9,5,0,85,3,19,50,304,187,138,78,29,3,809,0,0,0,5,0,5,11,7,6,33
POA2066,6,7,0,53,27,12,24,10,10,147,0,0,0,12,3,13,16,24,16,71,10,41,38,198,89,104,76,25,6,583,7,66,34,564,106,42,41,23,5,881,0,4,10,94,32,13,20,3,4,174,0,11,21,266,56,52,47,18,0,474,0,0,0,6,0,3,3,0,0,18,0,10,8,78,52,31,17,4,3,197,0,3,0,51,21,24,30,28,17,174,3,11,9,139,81,31,11,4,5,293,4,9,18,168,51,29,18,7,3,312,0,3,3,17,15,12,14,9,3,76,3,5,29,171,85,65,67,32,8,457,0,0,0,0,0,3,0,4,0,11,0,0,0,5,9,4,0,3,0,17,0,0,0,5,6,4,3,0,0,17,0,0,50,122,7,0,0,0,0,176,0,6,0,22,10,7,8,10,9,70,3,18,28,179,133,108,77,33,7,594,0,5,3,11,3,10,0,5,3,39
POA2067,0,0,0,14,11,10,7,10,7,60,0,0,0,0,0,0,6,14,4,24,9,111,117,443,198,219,244,82,28,1460,19,129,56,619,124,28,24,13,10,1032,0,8,59,256,75,32,34,20,10,493,0,6,7,100,19,20,29,17,5,205,0,0,0,0,5,4,0,0,0,13,0,3,0,18,14,13,7,3,3,65,0,0,3,40,14,11,18,35,24,148,26,83,48,242,151,64,23,12,0,655,3,64,117,524,219,109,60,26,4,1128,0,3,0,7,10,13,14,6,5,64,6,22,57,247,120,72,65,39,10,629,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,3,9,8,0,4,0,0,23,0,0,88,177,0,7,0,0,0,268,0,0,0,9,4,0,10,0,0,34,3,26,40,100,71,57,45,22,7,372,0,0,0,0,4,0,0,0,3,6
