UCL_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL113004,3,0,0,0,3,0,0,3,244,23,4,3,273,0,3,3,270,7,5,283,357,46,0,3,412,6,0,6,418,0,0,421,29,9,11,0,42,0,0,0,42,0,0,42,0,0,0,5,5,0,0,0,5,0,0,5,624,76,13,11,726,6,3,10,735,7,5,749,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,10,19,0,0,0,19,0,0,0,19,0,0,19,639,76,13,11,742,6,3,10,755,7,5,759,100,9,0,3,116,0,0,0,116,7,0,118,9,0,0,0,9,0,0,0,9,3,0,10,750,81,13,12,861,6,3,10,868,17,5,891
UCL113005,7,0,0,0,7,0,0,11,332,73,10,5,420,0,0,0,425,47,3,474,546,102,14,3,661,13,3,18,682,49,0,735,41,6,7,0,56,0,0,0,56,3,0,58,10,0,0,11,22,0,0,0,22,0,0,22,934,183,24,22,1159,16,3,24,1185,97,3,1285,3,10,0,0,14,4,0,4,16,8,0,22,22,3,0,0,22,3,0,3,26,0,0,31,25,12,0,0,33,11,0,11,45,7,0,56,954,193,24,22,1195,31,3,34,1226,106,3,1339,234,77,7,15,335,23,0,23,352,109,0,462,7,0,0,0,7,0,0,0,7,0,0,6,1191,272,26,39,1530,51,3,54,1585,219,5,1807
UCL113006,5,0,0,0,5,4,0,4,441,46,4,3,496,7,0,9,508,27,0,535,586,124,12,4,729,15,5,21,752,29,3,784,53,19,3,0,84,0,0,0,85,7,0,90,3,6,0,0,9,0,0,0,9,0,0,11,1089,200,24,5,1316,27,9,42,1354,70,3,1427,23,3,0,0,26,16,3,18,37,8,0,51,39,4,3,3,45,6,3,10,59,3,0,69,65,3,3,3,72,20,10,30,97,16,0,114,1152,205,28,9,1385,49,17,64,1453,85,3,1539,365,79,4,9,467,16,11,19,486,165,0,651,0,3,0,0,3,0,0,0,3,0,0,4,1520,286,33,21,1857,63,26,86,1945,249,3,2193
UCL113007,15,0,0,0,14,0,0,19,623,79,14,4,715,12,3,19,738,51,5,788,1189,83,10,6,1283,13,16,27,1310,60,0,1368,80,3,17,0,106,0,0,0,101,0,0,101,20,0,3,7,32,0,0,0,32,0,0,31,1907,163,38,21,2128,30,19,51,2181,104,8,2290,20,4,0,0,20,16,0,12,36,3,0,41,30,0,0,0,34,10,0,11,36,0,0,36,43,6,0,0,52,23,3,21,73,3,0,79,1950,164,38,21,2178,49,18,69,2250,107,8,2368,568,59,13,15,648,41,0,38,691,173,4,868,5,3,0,4,18,0,0,0,18,5,3,23,2526,226,52,46,2851,86,21,113,2963,285,14,3262
UCL113008,11,0,0,0,11,0,0,8,174,45,0,3,226,5,0,5,229,6,0,237,246,66,8,4,324,4,0,4,324,48,3,381,13,9,9,3,31,0,0,0,31,0,0,31,4,0,0,4,12,0,0,0,12,0,0,10,441,116,18,15,591,4,0,4,595,54,10,659,0,6,0,0,6,0,0,0,6,4,0,13,16,0,0,0,16,3,0,3,18,0,0,14,14,9,0,0,24,3,0,3,25,3,0,29,452,123,18,15,610,7,0,7,621,58,10,686,178,55,3,15,247,21,3,28,270,146,0,415,0,0,0,0,0,0,0,0,0,0,0,0,626,177,19,27,857,28,3,35,889,200,11,1109
UCL113009,50,0,0,0,53,13,0,67,470,68,13,3,547,4,0,4,553,31,0,579,885,89,12,7,993,11,3,8,1007,37,6,1053,95,4,15,0,114,0,0,0,114,0,0,115,12,0,0,11,20,0,0,0,20,0,0,20,1455,160,36,28,1676,8,3,11,1691,68,6,1767,3,0,0,0,3,0,0,0,3,0,0,3,30,3,9,0,41,3,0,3,45,5,0,47,36,3,9,0,46,3,0,3,50,5,0,54,1485,164,44,24,1720,16,3,15,1736,68,6,1813,293,31,5,15,342,4,0,4,344,62,0,403,4,0,0,3,10,0,0,0,10,0,0,12,1785,189,53,41,2066,21,3,21,2089,128,11,2228
UCL113010,21,0,0,0,21,9,0,32,403,30,15,0,454,23,4,24,472,30,0,509,808,80,13,5,909,16,0,22,928,42,0,968,70,5,9,0,88,0,3,3,88,7,0,92,5,3,0,11,18,0,0,0,18,0,0,18,1282,124,42,18,1462,40,6,49,1509,77,0,1591,22,3,0,0,24,6,0,6,29,10,0,40,23,14,0,0,41,0,3,6,45,9,0,55,47,12,0,0,66,8,3,6,75,17,0,95,1329,135,42,19,1528,41,8,53,1585,100,0,1679,569,72,17,8,660,25,7,35,696,207,3,904,3,6,0,0,10,0,0,0,10,0,9,19,1899,209,61,29,2196,70,17,93,2283,307,12,2605
UCL113011,9,0,0,0,9,4,0,9,253,22,0,3,271,3,0,3,278,18,0,290,478,46,4,3,526,9,0,11,534,28,0,563,63,11,9,5,89,4,0,4,93,0,0,93,10,4,0,3,13,0,0,0,13,0,0,13,800,78,15,9,897,16,0,12,917,46,0,959,0,0,0,0,0,5,0,5,6,3,3,15,23,5,6,0,36,0,0,0,36,6,0,41,30,7,6,0,40,5,0,5,47,11,3,55,823,83,17,9,942,21,0,20,956,54,3,1013,205,35,8,13,264,51,0,50,314,95,4,412,0,0,0,0,0,0,0,0,0,0,8,8,1036,119,31,23,1203,69,0,68,1272,149,15,1441
UCL113012,49,0,0,0,49,8,0,53,519,68,4,5,598,5,3,6,602,60,0,666,905,108,16,8,1041,22,0,20,1064,33,3,1105,74,12,6,3,97,0,0,0,97,9,0,104,10,3,0,16,30,0,0,0,30,0,0,30,1508,195,24,35,1764,27,5,30,1791,99,3,1900,6,0,0,3,9,5,0,5,22,4,0,23,38,7,0,0,54,14,0,14,63,0,0,63,48,12,0,3,63,20,0,20,88,4,0,87,1556,208,24,45,1827,50,5,47,1878,102,3,1985,446,93,17,15,570,25,0,25,595,124,0,719,0,0,0,0,0,0,0,0,0,0,9,6,2002,294,41,53,2400,72,5,76,2472,225,16,2714
UCL113013,5,0,0,0,5,0,0,5,321,18,4,4,345,7,0,7,353,9,0,360,682,54,7,11,760,13,0,13,770,11,0,789,52,5,11,0,68,0,0,0,68,0,0,67,9,3,0,15,23,0,0,0,23,0,0,23,1060,80,24,24,1197,15,0,21,1210,26,0,1240,22,0,0,0,22,6,0,6,27,0,0,28,34,3,0,0,33,4,0,4,40,0,0,40,54,3,0,0,59,9,0,9,62,0,0,68,1112,87,24,24,1251,27,0,25,1278,29,0,1307,408,56,19,10,486,14,0,14,505,62,0,569,4,0,0,0,4,0,0,0,4,0,3,5,1526,135,47,37,1740,45,0,41,1785,86,3,1881
UCL113014,6,0,0,0,6,0,0,10,297,20,0,5,322,8,3,15,335,17,0,355,575,42,3,8,617,8,0,8,633,9,0,644,44,11,5,0,57,0,0,0,59,0,0,61,3,0,0,5,14,0,0,0,14,4,3,14,912,72,8,17,1014,22,3,20,1034,33,3,1069,18,4,0,0,23,6,0,6,31,6,0,28,32,0,0,0,38,0,0,0,38,0,0,38,54,4,0,0,58,6,0,6,63,6,0,64,963,76,8,24,1070,25,3,27,1098,39,3,1137,374,33,17,5,430,41,3,43,476,94,0,568,5,3,0,0,5,0,0,0,5,0,15,21,1343,113,27,28,1510,67,3,76,1583,127,14,1725
UCL113015,24,0,0,0,27,3,0,34,374,60,7,0,442,0,0,3,444,36,0,480,592,83,7,4,692,7,3,13,707,38,0,740,39,3,17,0,62,0,0,0,62,7,0,68,0,0,0,11,9,0,0,0,12,3,0,13,1011,155,35,17,1210,10,7,15,1227,78,0,1310,7,0,0,0,8,0,0,0,8,3,0,8,42,3,0,0,43,0,0,0,43,10,0,55,48,3,0,0,51,0,0,0,51,8,0,57,1055,156,40,17,1263,10,7,15,1282,87,0,1368,270,59,10,4,337,21,3,22,360,39,0,397,0,0,0,0,0,0,0,0,0,5,0,4,1321,215,44,17,1602,30,5,35,1645,129,0,1771
UCL113016,30,0,0,0,35,4,0,37,292,26,5,5,334,4,4,10,343,31,0,375,572,72,6,4,651,11,3,11,668,26,0,686,63,3,7,0,67,0,0,0,67,0,0,67,9,0,0,4,14,0,0,0,14,0,0,14,937,100,19,14,1070,14,8,26,1093,52,0,1144,15,3,0,3,22,0,0,0,20,0,0,23,30,3,0,0,26,3,0,3,32,3,0,34,40,3,0,3,52,6,0,6,57,4,0,62,979,106,19,16,1118,22,8,33,1147,55,0,1209,430,79,7,8,525,64,7,71,594,106,3,704,0,0,0,0,0,0,0,0,0,0,3,3,1413,184,27,20,1644,87,11,101,1746,162,7,1910
UCL113017,18,0,0,0,18,3,0,16,352,42,13,4,409,12,3,14,418,16,0,437,828,70,10,17,923,7,0,7,929,25,0,949,58,0,0,3,67,0,0,0,67,0,0,63,14,3,0,6,22,0,0,0,22,0,5,29,1249,115,21,30,1412,19,3,20,1435,40,5,1481,9,7,0,0,12,7,0,7,21,0,0,20,76,6,0,3,87,5,0,5,94,4,0,94,86,14,0,3,104,9,0,12,111,6,0,119,1340,126,21,29,1517,30,5,28,1549,51,5,1594,557,59,18,8,634,21,4,20,655,56,0,714,10,0,0,3,12,0,0,0,12,0,3,12,1902,182,35,40,2160,48,4,52,2213,104,7,2322
UCL113018,7,0,0,0,7,0,0,7,175,35,4,0,215,8,0,8,221,27,0,251,357,76,4,4,443,7,0,7,454,32,0,480,31,5,6,0,36,0,0,0,36,0,0,42,7,0,0,7,17,0,0,0,17,3,0,20,570,116,16,10,709,18,0,20,731,62,0,792,7,3,0,0,14,3,3,6,24,0,0,24,17,0,0,0,18,3,0,3,24,0,0,24,28,6,0,0,38,12,3,13,45,0,0,45,595,121,16,10,743,26,6,27,772,62,0,839,247,39,4,17,304,11,5,14,324,82,0,403,0,0,0,0,0,0,0,0,0,3,0,3,843,162,18,26,1048,39,10,46,1099,150,0,1247
UCL113019,12,0,0,0,12,3,0,13,363,81,8,5,463,8,3,11,470,30,0,501,612,111,4,4,737,18,0,24,756,66,0,820,35,6,5,0,44,0,0,0,44,0,0,48,10,0,0,9,13,0,0,0,13,0,0,18,1020,195,21,15,1250,25,8,35,1289,93,0,1378,10,3,0,5,17,15,0,15,29,3,0,36,24,4,3,0,34,5,6,13,46,10,0,50,33,7,3,5,46,20,5,24,74,19,0,88,1048,203,24,18,1298,51,12,58,1359,108,0,1469,359,104,15,17,498,47,22,64,569,196,8,765,0,0,0,0,0,0,0,0,0,0,14,14,1405,309,43,39,1799,97,29,129,1926,308,18,2246
UCL113020,3,0,0,0,3,0,0,10,249,57,3,0,315,14,0,14,329,17,0,347,483,117,8,5,614,7,7,8,627,47,4,674,34,15,3,0,45,0,3,3,54,13,0,60,9,0,0,12,22,0,0,0,22,0,0,22,773,193,19,17,1002,19,9,30,1030,75,4,1105,9,3,0,0,12,3,0,3,17,3,0,22,16,0,0,0,15,3,0,3,23,0,0,23,26,3,0,0,30,12,0,12,34,3,0,39,796,199,19,12,1031,28,9,39,1066,76,4,1145,227,83,0,7,328,18,6,25,348,85,4,434,4,0,0,0,4,0,0,0,4,0,4,10,1031,285,25,23,1356,47,14,58,1416,158,13,1586
UCL114001,10,0,0,0,10,3,0,10,156,23,0,3,181,3,0,5,186,4,0,191,206,27,11,3,241,0,0,0,243,12,0,256,26,10,5,0,40,0,0,0,40,0,0,44,8,0,0,6,9,0,0,0,14,0,0,14,398,58,14,8,476,7,0,11,484,19,0,498,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,0,0,0,14,0,0,16,10,5,0,0,14,0,0,0,11,0,0,18,403,59,14,8,485,12,0,9,495,16,0,515,136,21,7,0,164,0,0,0,163,12,4,180,3,0,0,0,3,0,0,0,3,0,8,10,542,81,21,8,653,11,0,11,668,26,9,707
UCL114002,9,0,0,0,9,0,0,12,151,17,3,0,173,7,3,10,179,7,0,191,288,43,8,0,343,0,0,0,343,14,0,358,18,0,0,0,18,0,0,0,18,0,0,14,0,0,0,4,6,0,0,0,6,0,0,6,460,64,10,5,538,7,3,10,551,24,0,567,4,4,0,0,6,0,0,0,6,0,0,6,11,4,0,0,17,0,0,0,17,0,0,17,15,7,0,0,22,0,0,0,22,0,0,22,476,71,10,5,564,7,3,10,570,24,0,592,102,15,3,5,126,4,3,8,128,27,0,156,4,0,0,0,3,0,0,0,3,0,4,5,579,87,15,12,690,10,5,18,703,47,4,753
UCL114003,5,0,0,0,5,0,0,6,172,57,0,0,228,9,0,6,236,6,0,242,284,124,9,8,423,8,0,8,432,22,0,454,22,0,8,0,32,3,0,3,36,0,0,36,11,0,0,12,25,3,0,3,23,0,0,23,488,180,13,24,706,20,0,22,724,28,0,753,4,3,0,0,6,3,0,3,9,0,0,7,10,0,0,0,10,0,0,0,12,0,0,11,11,3,0,0,17,3,0,3,18,3,0,17,496,185,13,24,717,23,0,26,740,34,0,778,101,39,4,4,150,12,0,14,162,25,3,190,0,0,0,0,0,0,0,0,0,0,3,4,599,224,23,30,870,31,4,37,905,60,3,965
UCL114004,3,0,0,0,3,0,0,3,88,22,0,0,107,0,0,3,112,10,0,119,139,41,7,0,186,0,0,3,188,15,0,200,20,6,0,0,23,0,0,0,23,0,0,23,3,0,0,9,8,0,0,0,14,0,0,14,246,74,3,9,331,0,0,3,336,24,0,358,4,0,0,0,8,0,0,0,8,0,0,8,17,0,0,0,15,0,0,0,15,0,0,18,18,0,0,0,21,0,0,0,26,0,0,26,269,71,6,12,357,3,0,3,358,21,0,381,81,23,3,3,109,16,3,15,128,44,0,172,0,0,0,0,0,0,0,0,0,0,0,0,348,94,7,14,466,19,3,23,491,69,0,556
UCL114005,6,0,0,0,6,0,0,3,199,35,6,0,239,12,3,12,252,14,0,267,274,96,10,4,386,3,0,6,389,33,0,421,26,9,3,0,39,0,0,0,40,0,0,40,11,0,0,7,22,0,0,0,22,7,0,28,508,145,14,13,681,16,3,18,700,60,0,757,3,4,0,0,15,5,0,5,25,4,0,29,8,9,0,7,19,6,0,6,30,0,0,30,16,11,0,7,36,13,0,13,49,4,0,56,520,159,16,23,715,31,3,33,753,64,0,816,259,79,4,9,349,22,0,22,377,109,0,478,0,0,0,0,0,0,0,0,0,0,3,3,782,240,22,28,1071,50,3,60,1124,171,3,1304
UCL114006,6,0,0,0,6,0,0,6,181,20,4,0,207,4,0,4,207,30,0,239,194,36,3,3,238,0,0,0,238,7,0,242,20,4,3,3,35,0,0,0,40,0,0,40,5,0,0,3,14,0,0,0,14,3,0,16,409,68,13,12,489,6,0,6,495,40,0,534,3,0,0,0,3,0,0,0,3,0,0,3,7,4,0,0,15,0,0,0,15,0,0,16,7,4,0,0,15,0,0,0,15,0,0,19,418,71,13,12,510,6,0,6,511,40,0,553,112,32,8,4,153,7,3,8,159,29,0,191,3,0,0,0,3,0,0,0,3,0,9,13,534,97,21,12,662,13,3,13,677,67,9,753
UCL114007,3,0,0,0,3,0,0,3,125,30,0,0,155,4,0,4,164,22,0,183,204,31,3,0,239,3,0,3,246,4,0,254,21,3,3,0,24,0,0,0,24,6,0,27,3,0,0,6,7,0,0,0,7,3,0,9,347,63,13,13,430,10,0,12,441,36,0,478,3,0,0,0,4,0,0,0,4,0,0,4,8,5,0,0,15,0,0,0,15,0,0,15,13,3,0,0,19,0,0,0,16,0,0,16,359,68,13,13,450,7,0,9,457,36,0,493,93,6,6,4,107,10,4,14,118,49,0,168,0,0,0,0,0,0,0,0,0,0,7,7,455,75,15,15,556,22,6,20,576,87,4,671
UCL114008,3,0,0,0,3,0,0,7,137,14,3,0,155,3,0,3,156,3,0,160,254,27,5,8,292,0,0,0,296,18,3,313,18,0,12,0,32,0,0,0,32,3,0,32,4,0,0,4,6,0,0,0,6,0,3,9,410,41,21,10,485,5,0,5,490,20,6,517,7,3,0,0,7,0,0,0,7,0,0,7,9,5,0,0,12,0,0,0,12,0,0,18,16,3,0,0,24,0,0,0,24,0,0,19,424,48,21,10,507,5,0,5,509,23,6,536,104,17,4,3,131,4,3,3,133,28,0,165,0,0,0,7,6,0,0,0,6,0,8,11,529,63,24,20,642,11,3,8,654,49,12,710
UCL114009,3,0,0,0,3,0,0,3,221,21,3,0,245,3,0,3,248,7,0,263,357,54,3,3,420,3,0,3,423,28,0,443,31,7,8,0,41,0,0,0,41,0,0,44,0,0,4,0,3,0,0,0,3,0,0,3,605,79,20,5,713,3,0,8,717,32,0,750,3,0,0,0,5,0,0,0,3,4,0,10,11,4,0,3,20,3,0,3,25,0,0,21,16,4,0,3,22,6,0,6,24,4,0,34,621,81,20,10,735,7,0,10,743,43,0,785,163,15,3,15,197,19,3,17,220,47,3,271,0,0,0,0,0,0,0,0,0,0,0,0,781,98,24,22,933,30,3,30,959,93,5,1059
UCL114010,0,0,0,0,0,0,0,0,201,19,3,0,222,0,0,0,225,14,0,233,314,27,16,3,355,0,0,0,352,10,0,367,14,3,0,0,19,0,0,0,19,0,0,19,8,0,0,0,9,0,0,0,9,0,0,9,534,52,19,6,603,0,3,3,603,18,0,627,3,0,0,0,3,0,0,0,4,0,0,4,14,0,0,3,18,8,0,8,25,0,0,25,14,0,0,3,22,4,0,4,24,0,0,24,546,50,19,5,620,4,3,11,631,18,0,656,126,24,10,3,160,8,0,8,171,41,0,209,0,0,0,0,0,0,0,0,0,0,0,0,675,75,27,11,786,18,3,22,800,58,0,864
UCL114011,0,0,0,0,0,0,0,5,223,18,0,0,236,0,0,0,243,18,0,258,308,30,3,0,352,5,0,5,358,22,0,383,42,19,3,0,66,0,0,0,66,4,0,66,3,0,0,10,8,0,0,0,8,0,0,8,578,67,6,8,660,4,0,11,671,42,0,713,8,0,0,0,8,10,0,10,19,3,0,22,15,3,0,0,18,0,0,0,18,0,0,18,25,3,0,0,25,10,0,10,36,3,0,35,607,65,6,8,689,17,0,15,703,45,0,754,134,13,8,5,160,11,3,11,177,41,0,216,0,0,0,0,0,0,0,0,0,0,0,3,744,84,10,13,851,25,5,27,880,87,6,967
UCL114012,4,0,0,0,4,0,0,4,117,26,3,3,142,0,0,0,147,13,0,155,141,31,3,4,179,3,0,3,182,17,0,196,19,3,4,0,27,0,0,0,27,0,0,27,0,0,3,0,3,0,0,0,3,0,0,3,273,57,16,5,346,7,0,7,356,26,0,385,3,3,0,0,4,3,0,3,6,0,0,6,3,3,0,0,5,0,0,0,5,0,0,5,5,9,0,0,14,3,0,3,16,0,0,16,273,63,16,5,360,10,0,10,368,26,0,395,108,43,0,8,155,15,0,21,169,41,0,211,0,0,0,0,0,0,0,0,0,0,0,0,379,108,15,16,518,26,0,29,543,71,0,610
UCL114013,0,0,0,0,0,0,0,0,253,17,0,3,269,0,0,0,269,21,0,295,381,25,0,0,413,6,6,11,421,9,0,433,58,3,10,0,62,0,0,0,62,0,0,62,6,3,0,3,18,0,0,0,18,5,0,19,692,53,6,4,763,6,6,11,770,35,0,808,10,0,0,0,10,8,0,8,21,8,0,22,17,0,0,4,17,3,0,3,23,0,0,23,20,0,0,4,23,15,0,15,39,8,0,44,713,57,6,9,789,22,6,26,814,43,0,854,194,12,21,9,235,14,0,14,245,45,3,296,0,0,0,0,0,0,0,0,0,0,9,9,912,69,27,19,1018,33,6,34,1059,88,5,1150
UCL114014,27,0,0,0,27,0,0,31,305,26,3,3,337,0,0,0,336,8,0,340,688,51,10,9,752,7,0,7,765,12,0,781,62,0,6,3,72,0,0,0,72,0,0,72,3,0,0,3,11,0,0,0,11,0,0,11,1055,77,22,17,1175,10,0,10,1183,15,0,1204,3,3,0,0,7,3,0,3,10,0,0,10,15,10,0,0,24,0,0,0,24,0,0,24,19,12,0,0,32,3,0,3,34,0,0,34,1081,92,22,17,1202,16,0,16,1217,15,0,1239,163,19,3,3,187,0,0,0,190,9,0,196,8,0,0,0,8,0,0,0,8,0,0,8,1247,115,19,18,1402,14,0,14,1418,23,0,1442
UCL114015,5,0,0,0,5,0,0,5,268,43,3,0,321,8,0,8,325,15,0,343,279,57,13,5,356,10,9,13,367,20,5,394,29,3,6,0,44,4,0,4,43,0,0,43,0,0,0,14,14,0,0,0,19,3,0,19,585,108,20,20,731,19,9,29,762,40,5,802,3,0,0,4,6,7,0,7,16,0,0,17,15,0,0,0,14,0,0,0,19,4,0,25,18,3,0,4,23,8,0,8,28,10,0,40,599,107,20,24,756,23,6,37,793,49,5,846,191,48,15,0,259,51,0,49,307,65,0,375,4,3,0,0,3,0,0,0,3,0,0,3,794,161,40,24,1016,77,13,88,1102,112,10,1223
UCL114016,3,0,0,0,3,0,0,3,239,23,6,7,278,3,0,3,278,10,0,289,320,28,0,5,352,0,3,3,361,3,0,363,35,3,0,3,40,0,0,0,40,0,0,40,0,4,0,6,12,0,0,0,12,0,0,12,594,62,6,15,677,5,3,6,682,14,0,695,9,0,0,0,9,0,0,0,9,0,0,9,27,5,0,0,28,0,0,0,28,0,0,28,32,5,0,0,37,0,0,0,37,0,0,37,628,66,6,18,713,5,3,6,720,14,0,735,186,32,3,15,238,3,3,11,244,32,0,278,0,0,0,0,0,0,0,0,3,0,4,3,817,92,13,33,955,9,7,17,969,42,3,1018
UCL114017,8,0,0,0,8,0,0,7,241,48,15,3,305,3,3,6,308,14,0,325,412,94,12,5,515,10,0,10,529,24,0,550,24,3,8,0,36,0,0,0,36,0,0,35,3,4,0,13,22,0,0,0,22,0,0,22,676,144,31,24,876,12,3,12,886,40,0,925,3,0,0,0,3,0,0,0,3,0,0,3,13,9,0,0,24,5,0,3,30,0,0,30,16,9,0,0,24,5,0,3,28,0,0,28,689,159,32,24,903,14,7,19,917,40,0,955,108,35,8,3,148,7,0,7,156,22,0,178,0,0,0,0,0,0,0,0,0,0,0,3,799,192,34,24,1053,14,7,24,1077,60,3,1139
UCL114018,22,0,0,0,22,0,0,19,415,31,11,4,459,3,0,3,464,21,0,487,647,60,18,4,735,7,0,7,746,22,3,767,41,8,13,0,58,3,0,3,65,5,0,69,16,0,0,7,25,0,0,0,25,3,0,23,1126,98,39,14,1278,15,0,14,1291,54,3,1349,22,0,0,0,22,0,0,0,20,0,0,20,49,7,0,0,52,0,0,0,52,8,0,56,67,7,0,0,75,0,0,0,74,8,0,78,1186,106,39,15,1352,14,0,16,1370,56,3,1423,345,47,10,13,410,0,0,0,416,49,0,459,0,0,0,0,0,0,0,0,0,0,0,4,1533,148,53,25,1766,14,0,15,1784,100,4,1889
UCL114019,3,0,0,0,3,0,0,3,173,33,4,0,215,0,3,3,213,5,0,221,244,56,9,0,307,5,0,7,308,20,0,325,26,0,9,0,36,0,0,0,36,0,0,32,3,0,0,3,6,0,0,0,6,0,0,6,448,87,13,3,556,7,3,10,564,24,0,589,8,0,0,0,8,0,3,3,12,3,0,14,4,0,0,0,6,3,0,3,12,0,0,12,16,0,0,0,15,3,3,6,23,3,0,28,462,90,13,3,573,7,9,11,584,25,0,616,83,16,3,3,108,9,0,9,116,27,3,142,0,0,0,0,0,0,0,0,0,0,3,3,547,105,22,3,681,16,9,25,701,51,9,758
