UCL_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL112013,3,0,12,3,21,0,45,3,0,3,3,23,0,37,9,0,36,26,179,7,255,32,8,80,92,128,4,348,4,5,97,63,909,34,1114,3,0,6,18,73,6,107,8,3,58,62,316,19,461,3,4,26,49,245,22,351,0,4,21,23,142,16,213,7,0,11,11,22,4,59,4,5,35,61,17,4,132,3,0,14,28,69,12,128,41,16,151,60,51,6,327,5,3,21,31,111,9,178,25,17,110,93,161,10,406,74,42,230,48,62,6,469,102,27,267,104,197,27,727,3,0,10,14,47,3,72,6,3,24,21,190,13,253,3,3,24,16,96,28,175,339,144,1239,832,3075,232,5858,0,0,6,0,8,3,16,0,0,0,0,0,0,0,4,0,12,21,34,4,77,10,7,47,38,69,5,172,3,3,24,28,53,4,109,0,0,11,15,26,0,56,4,6,55,106,293,38,508,5,3,41,94
UCL112014,7,0,20,8,56,10,100,0,0,5,9,46,3,61,10,3,54,46,340,43,502,3,0,0,11,57,0,78,0,0,25,27,569,24,647,0,0,18,15,103,18,159,11,0,29,31,224,20,316,8,0,18,37,106,12,185,0,0,18,36,180,23,261,0,0,18,9,20,4,54,4,3,22,27,27,0,83,0,0,13,16,33,7,68,10,12,86,30,48,4,196,3,0,11,24,63,6,109,28,11,89,73,146,13,367,31,32,139,37,43,7,295,54,16,144,66,103,9,395,0,0,8,5,28,3,37,6,0,13,12,208,12,254,3,0,5,12,157,43,222,186,91,725,530,2580,271,4383,0,0,11,11,9,4,33,0,0,0,0,3,0,4,0,0,29,25,58,30,145,0,0,0,3,3,0,11,0,0,8,18,34,7,70,0,0,14,6,19,11,55,8,0,52,60,249,27,397,5,0,23,40
UCL112015,3,0,39,28,79,9,159,0,0,3,0,24,0,29,13,3,125,65,478,39,731,3,0,4,35,116,3,161,3,0,36,36,1060,17,1156,0,4,27,23,185,8,252,11,0,87,44,343,23,508,11,0,39,46,194,13,302,15,3,35,41,273,29,390,3,3,20,16,64,4,107,3,10,46,53,28,0,137,0,0,21,17,37,7,82,28,21,188,47,78,10,369,3,3,24,18,97,8,151,70,39,178,195,367,28,864,158,54,255,69,113,11,654,102,38,253,90,145,15,636,8,0,10,10,36,0,63,13,0,23,21,328,7,396,3,3,32,18,186,32,276,452,186,1442,862,4228,262,7426,3,3,14,10,21,4,61,0,0,0,0,0,0,0,4,3,43,30,82,14,178,0,0,0,3,15,0,17,0,6,21,23,67,6,126,0,0,21,20,36,3,84,3,13,103,79,320,42,562,13,4,58,63
UCL113001,0,0,9,4,23,0,46,0,0,0,3,13,0,16,3,0,11,14,104,5,137,0,0,3,3,22,3,31,0,0,16,22,308,17,364,0,0,3,7,24,0,35,0,0,19,9,98,14,146,5,0,26,22,82,5,138,0,0,9,10,54,13,80,0,0,3,6,12,0,24,3,3,16,9,8,3,40,0,0,3,0,17,3,28,11,6,79,16,30,3,138,0,0,4,5,34,7,52,13,8,38,33,71,10,168,28,11,81,14,26,0,152,17,5,52,26,81,7,188,3,0,3,0,20,0,26,3,0,8,8,74,4,103,0,0,10,16,53,13,83,100,42,391,229,1126,102,1990,0,0,4,3,7,3,15,0,0,0,0,0,0,0,0,0,4,13,26,3,49,0,0,0,0,0,0,0,0,0,3,7,24,0,35,0,0,3,5,10,3,18,3,0,28,46,100,19,188,0,3,26,17
UCL113002,0,0,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,4,58,3,65,0,0,0,3,15,3,16,0,0,3,3,198,5,213,0,0,4,0,18,0,19,3,0,10,10,78,7,115,3,0,7,9,64,11,95,0,0,4,0,40,3,49,0,0,0,3,8,0,16,0,0,0,5,3,0,9,0,0,7,4,13,0,25,4,3,17,12,7,4,49,0,0,10,4,24,3,45,7,3,5,22,52,3,94,3,8,22,10,9,3,55,3,7,22,10,43,3,85,0,0,4,4,8,0,18,6,0,0,3,43,4,59,0,0,3,9,37,16,62,29,21,119,117,743,76,1107,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,4,9,0,11,0,0,0,0,0,0,0,0,0,0,4,10,0,11,0,0,3,0,9,0,8,0,3,23,26,74,12,133,0,0,12,23
UCL113003,0,0,0,3,22,3,25,3,4,35,30,323,20,414,0,0,4,4,70,7,83,3,5,0,13,75,0,91,0,0,3,8,175,5,192,0,0,0,3,60,3,64,3,3,16,11,94,12,132,0,0,5,13,65,7,97,0,0,0,11,60,12,82,0,0,4,4,20,0,31,0,3,3,7,8,0,18,0,0,0,6,11,0,20,3,0,10,10,20,3,49,0,0,0,3,28,9,35,6,8,21,40,108,5,199,10,12,67,15,26,0,133,17,16,62,28,82,4,200,0,0,0,0,16,0,20,0,0,4,3,101,0,107,0,0,0,0,53,13,73,55,57,241,218,1399,106,2065,3,0,3,0,0,0,12,3,0,14,8,17,3,39,0,0,0,6,9,0,15,0,0,0,0,14,0,18,0,0,0,3,11,0,15,0,0,0,0,8,0,10,3,0,11,23,90,14,141,3,0,10,19
UCL113004,0,0,12,6,19,3,42,0,0,0,0,7,0,7,3,0,18,9,64,4,99,3,0,4,0,14,0,18,0,0,0,7,130,0,141,0,0,4,0,16,4,25,0,0,3,5,29,7,46,4,0,14,12,51,4,86,0,0,0,10,19,3,35,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,6,0,3,0,11,3,0,18,6,12,0,38,0,0,0,0,9,0,13,4,0,11,15,20,0,59,5,4,22,3,3,0,41,5,0,14,8,8,0,37,0,0,3,3,8,0,19,0,0,3,0,17,0,21,0,0,0,0,26,4,31,24,7,140,94,454,35,764,0,0,3,4,4,0,14,0,0,0,0,0,0,0,3,3,3,3,6,0,23,0,0,0,0,0,0,4,0,0,3,0,3,0,11,0,0,3,0,0,0,7,0,0,10,17,32,3,61,0,0,12,19
UCL113005,0,0,3,3,21,3,32,0,0,0,3,23,0,25,0,0,0,0,75,3,79,3,0,9,7,40,0,64,0,0,11,19,323,21,377,0,0,3,4,10,0,18,7,0,12,13,131,9,172,0,0,15,35,114,20,184,0,0,3,12,45,9,68,0,0,3,0,0,0,10,0,0,5,18,7,0,29,0,0,4,0,25,0,37,9,3,43,15,18,7,85,0,0,5,8,44,3,59,8,4,31,34,43,5,126,11,16,61,13,18,5,121,23,3,58,36,57,3,178,0,0,4,3,12,3,17,0,0,11,9,82,0,110,0,0,3,11,43,15,71,66,30,285,241,1136,103,1864,0,0,0,4,7,0,8,0,0,0,0,0,0,0,0,0,0,3,21,3,24,3,0,3,4,17,3,27,0,0,0,3,18,0,28,0,0,0,0,3,0,10,0,3,19,47,104,29,194,4,3,19,28
UCL113006,3,0,5,7,30,4,53,0,0,0,0,8,3,7,0,0,4,5,84,12,106,0,0,3,6,37,3,51,0,0,18,12,220,11,259,0,0,0,4,26,0,28,0,0,5,11,110,12,144,0,0,4,9,53,6,77,0,0,6,8,57,11,88,0,0,3,4,10,0,20,0,0,7,7,3,0,14,0,0,8,8,18,0,30,7,0,23,11,13,0,50,0,0,5,3,31,5,46,14,4,48,52,121,5,250,13,5,49,17,20,9,108,13,12,53,31,90,3,204,0,0,0,0,20,3,26,0,5,11,6,98,0,122,0,0,0,9,47,4,61,52,24,253,206,1095,94,1729,0,0,7,0,17,0,26,0,0,0,0,0,0,0,0,0,5,6,24,3,37,0,0,3,0,6,0,10,0,0,11,0,20,0,36,0,0,0,3,7,0,11,4,0,9,23,108,20,160,0,0,6,22
UCL113007,9,0,49,34,106,19,214,0,0,0,0,7,0,10,26,6,79,56,332,49,548,3,0,3,7,63,3,78,3,0,12,11,343,11,379,0,0,14,8,68,6,90,3,0,26,17,129,8,194,4,0,12,10,48,5,83,0,0,5,5,56,8,77,0,0,3,3,14,0,19,3,0,10,8,3,0,25,0,0,5,3,11,0,22,4,5,58,15,16,0,99,0,0,6,0,28,0,37,12,3,35,50,58,6,165,12,7,52,15,17,3,105,18,5,52,26,36,0,139,0,0,3,4,9,0,17,3,0,4,7,134,8,160,5,0,7,14,70,33,127,103,37,433,287,1554,164,2583,7,0,26,20,16,11,80,0,0,0,0,0,0,0,15,6,58,40,82,39,232,3,0,6,4,6,0,22,0,0,3,4,12,3,22,0,0,0,6,16,3,24,3,3,20,34,137,12,211,0,0,10,14
UCL113008,0,0,3,0,17,0,18,0,0,0,0,3,0,3,0,0,0,3,57,6,66,0,0,0,0,15,0,16,0,0,3,3,131,5,141,0,0,0,0,11,0,18,0,0,3,6,81,3,97,0,0,3,7,25,8,30,0,0,3,5,44,5,55,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,3,8,0,4,10,5,0,0,23,0,0,0,7,23,4,30,3,0,4,12,55,3,81,0,7,24,3,17,0,54,10,0,25,20,41,4,105,0,0,0,0,3,0,4,0,0,4,0,39,7,53,0,0,0,0,25,14,42,20,9,86,77,598,66,857,0,0,0,0,9,3,7,0,0,0,0,0,0,0,0,0,0,3,17,0,21,0,0,0,0,4,0,4,0,0,7,3,13,3,23,0,0,0,0,0,0,6,0,0,3,13,52,3,80,0,0,0,9
UCL113009,0,0,3,3,12,0,20,6,0,8,16,59,0,95,8,7,32,30,90,5,167,0,0,4,9,31,0,44,3,0,25,44,361,8,436,0,0,6,5,29,0,47,4,0,21,15,57,5,110,3,0,20,22,35,3,81,3,0,12,17,58,5,102,0,0,9,4,8,0,19,9,4,10,14,12,3,43,3,0,4,7,12,0,26,15,7,66,25,30,5,149,0,0,8,11,30,3,46,28,14,75,79,90,8,288,39,22,99,25,23,4,205,39,10,67,34,37,3,183,0,0,14,8,10,0,31,6,0,11,7,60,0,81,0,0,12,8,48,4,74,171,64,513,372,1082,55,2257,0,0,0,0,5,0,4,0,0,3,0,0,0,7,3,0,12,7,23,0,47,0,0,4,0,0,0,8,3,0,9,11,23,0,49,0,0,5,3,10,0,22,3,0,23,48,68,5,147,0,3,26,19
UCL113010,0,0,0,5,17,0,20,4,0,4,16,275,7,309,0,0,9,28,220,10,269,0,0,0,12,43,0,53,0,0,7,13,281,14,309,0,0,0,12,60,0,70,0,0,6,6,90,0,109,0,0,3,5,48,7,61,0,0,4,10,66,10,87,0,0,0,0,10,0,6,0,0,4,3,7,3,17,0,0,3,0,17,0,23,0,0,16,14,33,4,65,0,0,0,4,63,6,76,3,0,4,10,59,6,88,5,0,29,7,22,0,68,5,0,15,29,39,3,91,0,0,0,0,8,0,8,3,0,3,4,127,6,140,0,0,3,7,88,16,106,27,9,111,184,1563,89,1979,0,0,0,0,9,0,9,0,0,5,4,22,0,27,0,0,12,11,42,3,66,0,0,0,3,6,0,10,0,0,5,6,24,3,38,0,0,0,3,9,0,13,3,0,11,24,93,15,137,0,0,7,18
UCL113011,0,0,0,0,9,0,11,0,0,8,29,199,4,245,0,0,4,7,89,4,113,0,0,9,17,71,0,97,3,0,3,9,119,3,139,3,0,3,3,17,0,25,0,3,14,5,60,7,90,0,0,4,12,42,0,60,0,0,3,3,54,3,64,0,0,0,3,4,0,10,0,0,8,3,5,0,17,0,0,0,0,15,0,19,3,0,20,6,18,0,45,0,0,3,0,23,0,29,7,5,18,17,88,3,139,8,4,20,4,11,0,46,9,3,21,9,15,3,59,0,0,0,0,7,0,16,0,3,8,4,52,0,64,0,0,3,0,45,18,65,41,26,136,143,948,56,1345,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,3,3,9,3,15,0,0,3,0,4,0,8,0,0,3,5,13,0,25,0,0,5,8,9,3,21,4,0,13,12,60,10,101,0,0,3,9
UCL113012,0,0,4,6,17,0,26,4,0,4,14,79,3,104,11,3,35,38,202,6,292,0,0,3,18,51,0,72,8,0,25,26,398,12,460,3,0,10,13,30,3,59,0,0,16,15,100,10,142,4,0,11,16,41,3,70,3,0,7,17,93,10,130,0,4,10,8,28,0,49,0,0,10,6,16,0,40,0,0,3,0,25,0,32,18,4,48,22,39,4,123,0,3,6,6,52,9,73,8,5,19,44,45,0,129,59,9,79,26,28,5,204,25,9,73,36,57,0,201,0,0,3,3,20,0,30,14,3,26,14,94,4,146,3,0,7,16,61,23,114,153,51,397,344,1463,95,2500,0,0,3,7,5,0,12,0,0,3,0,7,0,9,3,3,18,21,43,4,94,0,0,3,0,10,0,16,0,0,9,14,30,0,53,0,3,0,0,13,4,20,3,0,21,33,94,14,165,0,0,11,15
UCL113013,0,0,3,3,29,8,41,4,12,67,53,373,20,530,3,0,12,7,47,5,73,0,0,3,3,16,0,26,0,0,3,3,203,8,221,0,0,4,4,25,3,44,0,0,3,12,68,6,89,3,0,6,4,39,3,57,0,0,4,0,28,3,43,0,0,0,8,11,0,15,0,0,0,0,0,0,3,0,0,4,4,14,4,21,4,4,25,7,7,0,47,0,0,0,4,8,4,19,0,9,17,31,36,0,93,10,4,36,3,13,0,68,8,0,22,8,20,0,55,3,0,0,0,13,0,15,0,0,10,8,96,3,115,0,0,3,0,23,8,39,37,31,233,165,1081,84,1631,0,0,7,4,4,7,16,8,0,17,9,13,3,49,0,0,12,4,23,0,43,0,0,0,0,3,0,5,0,0,6,5,16,3,33,0,0,0,5,6,0,15,4,0,12,24,80,18,135,3,0,7,22
UCL113014,0,0,0,0,11,0,17,15,4,36,48,437,17,550,0,0,5,0,62,0,70,4,0,14,31,87,4,146,0,0,3,0,89,3,100,0,0,5,6,53,0,64,7,0,5,10,40,0,54,0,0,0,10,24,6,34,0,0,3,7,29,3,35,0,0,0,0,9,0,11,0,0,0,3,3,0,4,0,0,3,5,14,0,16,0,0,8,6,13,0,30,0,0,0,4,32,0,39,7,3,20,4,26,4,64,4,0,24,3,7,0,39,7,0,9,9,12,0,36,0,0,0,0,8,0,6,0,0,4,3,69,0,77,0,0,3,4,28,6,40,48,19,145,144,1032,48,1442,0,0,0,6,12,0,13,8,3,14,4,50,0,75,0,0,9,0,17,0,32,0,0,4,13,8,0,24,0,0,0,4,9,0,8,0,0,3,0,12,0,12,3,0,6,16,60,13,97,0,3,0,10
UCL113015,0,0,3,0,13,3,22,0,0,3,0,27,0,29,3,3,27,30,96,3,160,0,0,4,3,10,0,22,3,0,11,17,274,8,312,0,0,3,11,14,0,34,4,0,16,9,62,4,96,4,0,15,27,92,10,148,6,0,8,13,64,9,106,0,0,0,4,8,0,16,3,3,9,13,9,0,33,0,0,3,3,24,3,36,18,3,68,22,30,0,141,0,0,10,5,44,3,66,29,9,61,89,109,6,305,12,6,41,9,16,0,91,9,3,31,21,39,6,102,0,0,4,0,14,0,24,0,0,3,8,49,0,62,3,0,4,8,46,12,80,107,34,327,294,1049,71,1875,0,0,0,3,4,0,10,0,0,0,3,0,0,0,3,0,6,3,3,4,32,0,0,0,0,4,0,6,0,0,11,6,6,0,30,0,0,3,3,7,0,12,5,0,29,26,82,10,145,3,0,25,38
UCL113016,0,0,0,0,8,0,12,0,0,0,3,53,0,60,4,0,10,18,181,8,225,0,0,3,3,19,0,26,0,3,3,3,211,4,227,0,0,0,3,26,0,38,0,0,5,14,80,0,99,0,0,3,3,22,0,34,0,0,4,14,89,3,115,0,0,3,4,8,0,13,0,0,6,4,7,0,20,0,0,0,0,19,0,23,3,3,23,10,23,0,64,0,0,0,5,28,5,40,8,5,11,42,125,5,189,14,3,18,8,21,0,56,3,0,17,13,31,3,67,0,0,0,0,15,0,20,3,0,7,12,99,0,120,0,0,4,6,47,10,65,40,16,118,173,1124,53,1519,4,0,0,0,5,0,11,0,0,0,0,7,0,8,0,0,0,3,26,0,32,0,0,0,3,0,0,6,0,0,3,4,23,3,34,0,0,0,0,15,0,19,0,0,14,23,95,3,138,0,0,8,13
UCL113017,0,0,0,0,7,0,12,24,8,118,79,637,15,889,0,0,4,13,103,3,127,3,4,14,30,77,3,134,0,0,9,15,166,6,194,0,0,3,12,58,3,75,3,0,0,0,53,3,62,0,0,8,3,36,0,48,0,0,3,8,49,4,60,0,0,0,0,5,0,7,0,0,0,4,0,0,4,0,0,3,4,16,0,24,0,5,8,16,20,0,52,3,0,0,9,48,3,65,7,5,16,27,54,0,115,9,3,26,9,19,0,61,5,3,15,9,5,0,38,0,0,0,0,3,0,6,3,0,3,5,119,3,130,0,0,7,9,50,9,72,63,33,254,247,1522,56,2179,0,0,0,0,5,0,5,13,4,57,29,72,10,170,0,3,0,6,24,4,36,3,0,4,3,9,0,21,0,0,3,10,18,3,37,0,0,0,3,17,0,19,0,0,9,23,86,11,133,0,0,17,10
UCL113018,0,0,0,0,3,0,3,0,0,4,0,5,0,8,0,0,0,9,63,0,72,0,0,0,4,18,0,19,0,0,0,12,193,4,209,0,0,0,0,16,0,13,0,0,5,10,55,3,74,0,0,0,5,38,3,47,3,0,3,4,44,6,63,0,0,0,0,4,0,3,0,0,3,0,4,0,10,0,0,0,0,17,0,14,3,0,8,6,12,3,33,0,0,3,3,37,0,44,10,4,8,51,93,3,163,7,0,15,4,7,0,30,4,0,11,20,34,3,76,0,0,3,4,11,0,11,0,0,0,8,48,4,55,3,0,3,0,40,15,67,29,10,72,136,724,50,1018,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,7,13,0,15,0,0,0,0,3,0,3,0,0,0,5,9,0,21,0,0,0,0,5,0,8,0,3,6,18,55,3,82,0,0,3,9
UCL113019,0,0,0,6,21,0,32,0,0,0,0,8,0,15,0,0,4,6,159,17,181,0,0,4,11,28,0,47,0,0,5,7,203,17,227,0,0,0,4,38,0,46,3,0,7,19,148,13,191,0,0,12,9,54,5,86,0,0,0,8,76,15,97,0,0,3,0,13,0,18,0,0,3,12,13,3,30,0,0,3,3,15,5,22,3,8,20,5,14,0,49,0,0,0,8,44,0,58,3,3,16,8,39,3,71,8,10,46,14,15,0,92,27,6,71,37,78,15,236,0,0,3,4,12,3,21,0,3,11,8,96,0,120,0,0,0,9,62,11,83,54,34,213,173,1139,110,1719,0,0,0,5,7,0,11,0,0,0,0,0,0,0,0,0,4,14,15,0,33,0,0,0,3,3,0,6,0,0,0,9,9,3,21,0,0,0,3,11,0,13,3,0,8,29,144,19,209,3,0,16,16
UCL113020,0,0,0,3,16,3,23,0,0,0,0,13,0,14,0,0,4,0,66,0,70,0,0,0,0,24,0,24,0,0,12,13,316,7,348,0,0,0,0,17,5,25,3,0,8,15,90,13,131,7,0,14,18,93,6,139,0,0,0,5,51,3,61,0,0,0,0,8,0,9,0,4,3,3,0,0,12,0,0,3,3,18,0,25,3,7,30,17,21,0,80,0,0,0,9,47,3,66,5,4,21,29,60,8,124,18,20,49,9,14,6,110,12,3,35,14,18,3,77,0,0,3,0,16,4,25,0,0,0,3,62,4,73,0,0,3,5,47,3,60,53,36,208,146,979,70,1495,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,3,3,9,0,24,0,0,0,0,0,0,0,0,0,11,4,10,0,26,0,0,3,3,3,0,10,3,3,17,29,70,16,139,3,0,25,40
UCL114001,0,0,6,3,14,0,23,0,0,0,0,4,0,9,0,0,9,4,33,0,46,0,0,0,0,7,0,8,0,0,8,7,83,0,94,0,0,3,3,14,0,19,0,0,6,7,25,3,41,0,0,3,9,17,0,27,0,0,3,7,13,0,19,0,0,0,3,5,0,7,0,0,5,5,3,0,19,0,0,3,3,3,0,9,5,0,12,13,6,3,35,0,0,3,3,10,0,13,3,0,20,14,13,0,47,10,11,34,8,9,0,70,9,5,24,10,30,0,73,0,0,7,0,0,0,11,0,0,4,0,31,0,30,0,0,0,0,9,3,19,30,20,142,105,313,13,625,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,7,3,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,9,0,0,5,12,29,3,52,0,0,5,0
UCL114002,0,0,4,0,7,0,11,0,3,3,3,21,0,30,3,0,10,6,61,0,76,0,0,3,3,6,0,15,0,0,4,5,144,7,167,0,0,0,0,8,0,13,0,0,5,3,19,0,32,0,0,5,9,22,0,42,0,0,0,5,30,3,45,0,0,0,0,3,0,3,0,0,0,5,0,0,8,0,0,0,4,6,0,15,4,0,14,18,17,0,53,0,0,0,4,15,0,18,8,0,10,19,36,0,73,8,3,20,8,0,0,39,7,0,11,6,11,0,39,0,0,3,0,0,0,4,0,0,3,9,18,0,33,0,0,5,4,27,0,36,30,10,115,101,462,23,742,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,10,0,21,0,0,0,0,0,0,4,0,0,0,0,7,0,10,0,0,0,0,5,0,4,0,0,13,14,34,6,75,0,0,3,10
UCL114003,0,0,11,4,12,0,28,3,0,0,3,4,0,16,0,3,17,6,36,6,70,3,0,3,0,3,0,8,3,4,23,14,176,7,226,0,0,7,6,12,4,30,3,3,26,11,36,4,85,3,0,54,38,97,15,209,0,0,13,12,26,4,53,0,3,9,4,5,0,25,4,3,12,7,0,3,29,0,0,14,7,7,6,39,18,9,74,19,17,4,147,0,0,14,8,36,0,61,6,0,16,3,14,3,48,27,8,60,5,11,3,114,24,14,80,13,15,0,145,0,3,17,4,4,0,33,0,0,10,3,25,0,41,3,0,30,16,25,4,79,97,48,485,192,584,76,1475,0,0,3,3,3,0,6,0,0,0,0,0,0,3,3,0,20,12,12,0,48,0,0,0,0,0,0,0,0,0,5,6,10,5,20,0,0,9,12,10,0,31,6,3,43,34,45,10,139,4,4,83,60
UCL114004,3,0,0,3,15,3,19,0,0,0,0,4,0,8,0,0,0,0,39,3,40,0,0,3,0,7,0,11,0,0,5,5,134,3,146,0,0,0,0,11,0,9,0,0,5,0,34,3,49,0,0,5,4,26,0,33,0,0,0,5,23,0,27,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,3,10,0,13,3,0,11,4,3,0,20,0,0,0,3,18,3,28,0,0,7,9,27,0,44,10,3,15,11,13,0,47,4,3,12,15,16,3,47,0,0,0,0,0,0,7,0,0,4,7,17,0,30,0,0,4,0,20,0,27,20,7,74,63,420,25,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,3,0,0,6,4,43,3,64,0,0,6,3
