LGA_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
LGA17620,0,0,0,0,0,0,16,0,0,8,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,7,8,0,4,0,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,159,15,6,0,4,0,0,4,0,0,195,138,0,0,0,0,0,0,0,0,6,146,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,150,0,3,0,0,0,3,0,0,5,165,78,0,0,0,0,0,0,3,0,6,91,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
LGA17640,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,153,5,0,0,0,0,0,0,0,4,158,118,5,0,0,0,0,0,0,0,4,131,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,133,5,0,0,0,0,0,0,0,4,148,74,0,0,0,0,0,0,0,0,0,78,10,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0
LGA17650,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,3,0,0,87,94,0,0,0,0,3,0,0,0,5,101,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,3,0,0,0,4,108,35,0,0,0,0,6,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
LGA17750,3,0,7,0,0,5,221,18,7,7,7,9,6,23,6,0,3,87,0,0,0,0,0,0,0,0,0,0,0,157,52,33,7,16,8,29,7,0,8,315,0,0,0,0,0,0,0,0,0,0,0,545,83,36,6,13,8,36,7,0,19,763,437,8,3,0,0,0,0,0,0,15,461,65,6,3,0,4,0,6,0,0,0,92,13,6,5,10,8,5,17,8,0,3,68,0,0,0,0,0,0,0,0,0,0,0,75,15,12,10,5,3,23,8,0,0,154,0,0,0,0,0,0,0,0,0,3,3,509,22,14,10,4,3,23,6,0,22,619,271,7,0,0,0,0,0,0,0,13,287,53,0,0,0,0,0,0,0,0,0,53,7,0,5,0,0,0,3,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,57,0,5,0,0,0,6,3,0,3,76,0,0,0,0,0,0
LGA17850,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,4,25,35,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,31,6,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,61,3,4,0,0,0,0,0,0,3,77,63,0,0,0,0,0,0,0,0,3,67,34,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,3,108,37,0,0,0,0,0,0,0,0,0,37,21,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,0,0,0,0,19,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,94,6,0,0,0,0,0,0,0,3,109,106,0,3,0,0,0,0,0,0,0,110,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,114,0,3,0,0,0,0,0,0,0,121,71,0,0,0,0,0,0,0,0,4,73,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
LGA18050,6,0,3,3,0,9,812,54,13,5,3,0,3,8,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0,774,47,32,11,6,8,17,9,5,12,915,0,0,0,0,0,0,0,0,0,3,3,2536,135,66,15,9,15,17,13,6,30,2838,1387,32,19,0,3,5,10,6,0,14,1483,773,6,10,0,0,0,0,0,0,16,803,96,11,6,3,3,0,7,3,0,0,134,0,0,0,0,0,0,0,0,0,0,0,871,16,20,3,3,0,3,11,0,17,932,0,0,0,0,0,0,0,0,0,13,13,2256,43,41,3,8,0,16,15,0,44,2431,792,39,24,3,6,3,5,4,0,28,900,527,5,4,0,0,0,5,0,0,16,550,124,10,0,0,0,5,3,6,0,10,153,0,0,0,0,0,0,0,0,0,3,4,657,6,3,0,0,5,6,6,0,27,709,4,0,0,0,0,0
LGA18100,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,44,40,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,42,23,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,69,3,0,0,0,0,0,0,0,3,80,55,0,0,0,0,0,0,0,0,6,60,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,6,72,32,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
LGA18250,5,13,25,11,13,22,1985,415,82,101,24,14,30,77,42,6,15,811,0,6,0,0,0,0,0,0,0,0,0,2164,194,139,28,19,44,96,54,18,36,2795,3,0,0,0,0,0,0,0,0,11,10,3675,266,171,30,21,46,104,54,18,63,4461,1217,11,4,6,0,0,0,0,0,9,1248,1358,33,32,10,0,0,8,6,0,16,1462,525,136,169,38,20,23,64,28,3,21,1027,0,0,0,0,0,0,0,0,0,0,0,1875,170,202,46,25,23,72,37,5,38,2496,4,0,0,0,0,0,0,0,0,12,18,3096,181,205,46,25,23,72,38,7,58,3765,648,3,0,4,8,0,0,0,0,10,675,719,4,3,4,0,0,0,0,0,8,746,381,64,50,7,0,8,24,15,5,5,551,6,0,0,0,0,0,0,0,0,0,6,1103,73,51,11,0,8,23,19,5,12,1305,9,0,0,0,0,0
LGA18350,0,0,0,0,0,5,252,18,4,5,0,0,0,3,0,0,5,42,0,0,0,0,0,0,0,0,0,0,4,233,30,12,5,0,0,6,0,0,8,295,0,0,0,0,0,0,0,0,0,0,0,1404,72,25,3,0,0,10,11,0,51,1584,1682,27,11,0,0,7,5,8,0,64,1802,246,7,4,0,0,0,0,0,0,3,268,20,0,0,0,0,0,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,3,274,13,4,0,0,0,4,3,0,8,301,4,0,0,0,0,0,0,0,0,7,8,1952,37,18,0,0,6,6,14,0,73,2111,1121,26,7,4,0,0,0,0,0,53,1211,163,4,0,0,0,0,0,0,0,3,171,23,4,0,0,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,181,4,0,0,0,0,0,0,0,7,196,3,0,0,0,0,0
LGA18400,0,0,0,0,0,4,215,23,4,6,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,219,11,13,0,0,0,0,0,0,4,250,0,0,0,0,0,0,0,0,0,3,3,1191,33,24,0,4,4,0,3,5,24,1296,933,8,6,0,0,0,0,0,0,37,994,280,0,0,0,0,0,0,0,0,9,299,42,0,3,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,318,4,6,0,0,0,0,0,0,15,351,0,0,0,0,0,0,0,0,0,3,5,1256,12,14,0,0,4,3,3,0,52,1346,526,3,0,0,0,0,0,0,0,11,539,129,0,0,0,0,0,0,0,0,4,133,29,0,5,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,161,0,5,0,0,0,0,0,0,10,171,0,0,0,0,0,0
LGA18450,5,6,5,9,4,42,2425,375,43,65,24,8,22,35,14,0,29,609,9,0,0,0,0,0,0,0,0,0,7,2559,156,113,31,15,23,42,24,4,63,3046,10,0,0,0,0,0,0,0,0,16,23,6673,271,160,40,22,26,53,30,8,167,7447,4051,44,31,6,4,10,10,0,0,87,4248,2232,23,16,4,0,0,0,3,0,51,2339,779,25,47,16,12,9,32,11,0,14,952,8,0,0,0,0,0,0,0,0,0,12,3023,42,63,17,16,10,39,17,0,68,3297,4,0,0,0,0,0,0,0,0,29,37,7084,91,92,23,21,21,48,17,3,183,7578,2555,22,11,3,0,0,9,0,0,88,2691,1546,0,5,0,4,0,0,4,0,34,1589,993,12,18,4,0,4,14,3,0,50,1105,16,0,0,0,0,0,0,0,0,6,18,2553,17,25,4,4,4,14,6,0,88,2715,19,0,0,0,0,0
LGA18500,0,0,0,3,0,3,616,44,8,16,0,3,6,13,6,0,5,96,0,0,0,0,0,0,0,0,0,0,0,598,39,33,4,4,3,17,12,0,10,712,0,0,0,0,0,0,0,0,0,7,5,2265,133,83,15,4,12,24,18,0,41,2592,1686,33,24,3,5,3,9,13,0,28,1808,519,0,4,0,0,0,0,0,0,10,539,48,7,10,3,3,0,0,3,0,0,89,3,0,0,0,0,0,0,0,0,0,3,571,13,14,3,3,0,0,3,0,17,623,4,0,0,0,0,0,0,0,0,10,16,2262,43,42,8,6,6,8,18,0,53,2451,1084,43,19,0,0,0,6,6,0,23,1173,340,3,0,0,0,0,3,0,0,8,358,54,5,0,0,4,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,387,8,4,0,4,0,6,0,0,5,425,0,0,0,0,0,0
LGA18710,0,0,3,0,0,0,66,8,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,65,4,3,0,0,0,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,331,18,14,0,0,0,5,0,0,3,378,296,0,4,0,0,0,3,0,0,5,306,41,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,343,0,4,0,0,0,3,0,0,3,357,143,0,0,0,0,0,0,0,0,5,152,24,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,12,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,45,11,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,51,3,3,0,0,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,241,12,8,0,0,4,3,0,3,7,286,131,4,3,3,0,3,0,0,0,3,150,30,0,0,0,0,0,0,0,0,6,37,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,3,6,50,0,0,0,0,0,0,0,0,0,0,6,174,7,3,3,0,3,0,0,0,7,206,38,0,3,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
