UCL_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
UCL112014,0,0,0,3,0,11,18,30,15,77,0,0,0,0,0,0,7,0,0,13,0,0,0,4,0,11,6,0,0,20,0,0,6,28,13,3,9,12,8,83,0,0,0,4,0,4,4,0,0,13,0,0,0,4,0,0,0,0,0,11,0,0,0,3,0,0,3,0,0,4,0,0,10,4,8,5,9,9,0,40,0,0,0,10,0,7,8,4,0,28,0,3,0,6,0,0,0,0,0,11,0,0,0,15,5,0,0,5,0,25,0,0,0,3,0,5,0,0,0,12,0,0,3,3,5,3,5,4,3,26,0,0,0,0,0,3,14,6,3,26,0,0,5,0,3,8,6,0,0,26,0,0,0,4,3,0,0,0,0,11,0,0,0,12,0,0,0,0,0,9,0,0,0,7,3,19,21,25,9,76,4,23,22,94,81,100,102,91,36,550,0,0,0,0,0,0,0,0,0,0
UCL112015,0,0,0,8,12,8,37,23,11,110,0,0,0,0,0,6,5,4,3,20,0,3,0,0,0,4,5,4,0,16,5,50,31,257,29,20,22,4,7,421,0,4,0,13,4,3,0,4,4,35,0,0,0,25,0,0,3,0,0,36,0,0,0,8,0,0,5,0,0,15,0,0,0,6,4,13,3,11,0,41,0,0,0,8,11,14,21,15,10,65,0,0,0,5,3,0,0,0,0,18,0,0,0,26,0,5,0,0,0,41,0,0,0,10,4,4,0,0,0,19,0,0,8,8,5,4,4,0,0,27,0,0,0,0,5,3,14,8,7,34,0,0,0,5,5,5,8,6,3,24,0,0,0,4,0,0,0,0,0,3,0,0,11,95,4,0,0,0,0,113,0,0,0,5,0,3,34,30,13,92,0,11,26,67,74,61,74,36,8,349,0,0,0,0,0,4,7,0,0,13
UCL112016,0,8,10,9,6,5,25,19,13,95,0,3,0,3,4,0,4,7,5,23,0,0,0,13,4,9,3,0,0,32,3,32,45,337,45,17,6,10,0,497,0,0,0,26,9,0,0,0,0,41,0,0,0,6,4,0,0,0,0,16,0,3,6,7,0,0,0,0,0,18,0,0,0,5,6,0,4,6,0,36,0,0,0,6,3,10,22,18,13,75,0,0,0,8,5,11,0,0,0,20,0,3,5,51,5,0,0,0,0,68,0,0,0,3,0,4,0,0,0,9,0,0,5,23,7,11,6,0,0,53,0,0,0,0,0,0,4,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,7,32,181,8,4,0,0,0,228,0,0,0,7,5,8,29,27,7,79,0,11,22,116,66,80,51,26,9,387,0,0,0,0,4,3,0,0,0,8
UCL112017,0,6,3,22,11,26,53,70,17,212,0,0,0,5,0,3,3,3,4,17,0,0,0,20,3,11,3,0,0,45,0,23,14,157,23,10,14,11,3,255,0,0,0,17,9,3,3,8,0,42,0,0,0,7,5,0,3,0,0,19,0,0,0,6,0,0,0,0,0,11,0,12,5,27,20,17,24,28,5,129,0,0,0,7,12,6,31,15,9,78,0,3,0,18,11,0,4,0,0,39,0,0,5,35,3,4,0,0,0,54,0,0,0,0,0,4,0,6,0,6,0,6,5,19,8,14,3,3,0,54,0,0,0,0,3,8,24,13,5,47,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,13,0,0,15,104,0,0,0,0,0,116,0,0,0,12,8,22,39,58,31,172,0,17,24,121,128,153,158,108,41,740,0,0,0,0,0,4,0,0,0,6
UCL112018,0,0,4,0,5,5,9,12,6,37,0,0,0,0,0,3,0,3,0,11,0,0,5,15,0,0,5,0,0,25,12,34,23,311,21,12,9,0,0,424,0,0,7,25,6,0,0,0,0,45,0,0,0,13,7,0,0,0,0,19,0,0,3,3,3,0,0,0,0,9,0,0,0,8,0,3,5,4,0,26,0,3,0,4,0,5,5,4,7,28,3,4,0,10,0,0,0,0,0,14,0,0,4,13,6,0,0,0,0,23,0,0,0,0,0,4,0,0,0,14,0,3,7,28,16,4,0,3,0,61,0,0,0,0,0,0,0,3,0,14,0,0,0,0,3,0,0,0,0,3,0,5,4,36,9,9,4,0,0,64,0,4,15,185,0,0,0,0,0,206,0,0,0,0,0,0,9,17,7,36,0,7,22,69,40,38,30,15,7,222,0,0,0,0,0,3,0,0,0,3
UCL112019,0,0,0,9,8,13,21,22,19,95,0,0,0,0,0,0,6,12,4,29,0,0,0,13,6,13,4,0,0,40,8,50,52,437,65,27,15,8,0,663,4,0,5,15,3,0,0,0,0,26,0,10,11,17,6,0,3,0,0,49,16,195,199,235,70,36,20,6,0,782,0,12,9,15,19,0,0,8,4,66,0,4,0,11,3,6,18,8,10,56,0,0,0,6,0,0,0,0,0,13,0,5,4,23,3,0,0,0,0,36,0,0,0,3,0,4,0,0,0,13,14,48,0,23,19,15,6,0,0,124,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,8,19,148,34,11,0,0,0,220,4,4,20,102,0,0,0,0,0,128,0,0,0,4,0,10,22,19,9,74,3,27,15,110,54,71,50,24,3,357,0,0,0,0,0,0,0,0,0,0
UCL113001,0,0,0,13,0,12,20,20,12,72,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,4,0,0,0,14,6,5,6,79,9,3,4,9,0,118,0,0,3,5,3,0,5,0,0,22,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,3,7,6,3,47,0,0,0,6,0,0,7,3,9,36,0,3,3,22,10,0,0,3,0,36,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,8,3,0,23,0,0,0,0,0,0,5,11,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,6,4,3,24,19,5,60,0,4,10,67,48,72,69,33,11,318,0,0,0,0,0,0,0,0,0,3
UCL113002,0,0,3,0,5,8,29,22,9,86,0,0,0,0,0,4,11,12,0,28,0,0,0,4,0,0,0,0,0,7,0,8,3,49,6,9,0,0,0,78,0,0,0,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,9,3,5,32,0,0,0,0,0,12,13,12,3,50,0,0,0,4,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,9,0,0,0,3,5,3,6,0,0,13,0,0,0,0,4,0,6,3,0,17,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,38,0,0,0,0,0,5,23,16,3,47,0,5,4,36,32,31,51,23,3,191,0,0,0,0,0,0,0,5,0,9
UCL113003,0,0,0,0,4,0,10,10,10,35,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,8,0,44,4,8,0,0,0,67,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,4,3,8,12,25,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,10,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,4,4,0,18,0,5,3,27,13,11,9,4,0,66,0,0,0,0,0,0,0,0,0,0
UCL113004,0,0,21,57,12,27,20,8,0,151,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,7,0,0,6,16,5,3,5,0,0,26,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,17,3,9,3,3,0,44,0,0,10,107,10,8,8,0,0,137,0,4,9,54,13,7,4,0,0,85,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,3,0,0,38,10,5,6,6,0,60,0,12,9,128,45,46,29,8,0,278,0,0,0,0,0,0,0,0,0,0
UCL113005,0,0,0,3,0,5,13,3,4,32,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,9,0,0,0,16,0,6,0,56,4,3,6,0,0,81,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,3,0,0,0,14,10,6,35,0,0,4,24,31,24,19,15,9,125,0,0,0,0,0,0,0,0,0,0
UCL113006,0,0,0,0,0,5,15,9,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,27,4,3,5,0,0,43,0,0,0,0,4,6,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,8,3,0,11,0,6,0,22,14,20,8,5,5,73,0,0,0,0,0,0,0,0,0,0
UCL113007,0,4,5,10,4,17,26,17,4,81,0,0,0,0,0,3,4,5,4,21,0,7,0,0,0,4,5,0,0,9,0,0,0,9,0,6,4,0,0,20,0,0,0,4,0,0,3,0,0,5,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,12,9,3,0,54,0,0,0,0,0,16,20,4,0,40,0,0,0,6,0,3,3,0,0,8,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,10,4,0,0,23,0,0,0,0,0,6,15,0,5,29,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,7,0,3,18,12,0,46,0,14,14,41,44,39,31,17,0,204,0,0,0,0,6,3,9,3,0,22
UCL113008,0,0,0,0,0,0,16,16,5,38,0,0,0,0,3,0,5,0,3,10,0,0,0,0,0,0,7,0,0,13,3,5,13,30,11,5,0,4,0,69,0,0,0,6,3,0,7,0,0,8,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,3,15,0,0,0,0,0,3,10,11,3,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,3,0,6,5,3,0,0,21,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,23,0,0,0,0,0,3,3,15,5,28,0,0,9,26,21,25,25,22,0,115,0,0,0,0,0,0,0,0,0,0
UCL113009,0,0,0,5,0,6,10,8,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,13,4,6,0,0,0,19,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,13,0,0,0,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,26,0,0,0,0,0,3,4,6,0,13,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,6,0,11,6,0,30,0,0,5,17,29,25,12,8,0,96,0,0,0,0,0,0,0,0,0,5
UCL113010,0,0,0,5,0,3,6,6,0,30,0,0,0,0,0,0,3,0,6,11,0,0,0,0,0,0,0,0,0,0,0,4,7,30,3,0,4,5,0,49,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,22,0,0,0,0,0,4,6,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,5,0,0,0,4,0,0,0,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,0,0,0,0,47,0,0,0,5,0,0,9,5,0,25,0,4,5,33,23,20,13,4,3,108,0,0,0,0,0,0,0,0,0,0
UCL113011,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,5,5,56,9,3,5,0,0,81,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,3,0,4,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,10,0,0,0,0,0,17,0,0,0,0,0,4,11,0,0,14,0,13,14,52,31,29,13,5,0,155,0,0,0,0,0,0,0,0,0,0
UCL113012,0,0,0,5,5,8,39,18,10,82,0,0,0,0,8,7,9,8,3,38,0,0,0,6,0,5,5,0,0,14,4,5,0,39,0,5,0,10,0,70,0,0,0,9,4,0,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,4,6,3,7,11,7,7,49,0,0,0,4,0,15,26,13,3,63,0,3,5,8,7,0,0,0,0,15,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,5,3,0,0,12,0,0,3,5,0,15,11,0,3,37,0,0,0,0,0,8,15,6,0,31,0,0,0,4,0,3,5,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,20,55,3,0,0,0,0,79,0,0,4,0,3,0,12,22,5,54,0,15,11,42,48,43,46,29,10,244,0,0,0,0,0,4,0,0,0,7
UCL113013,0,0,0,5,0,6,19,15,0,46,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,3,0,25,0,0,0,0,0,35,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,4,0,4,8,5,13,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,33,6,3,7,0,0,71,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,9,14,3,27,0,3,7,40,33,35,24,9,0,146,0,0,0,0,0,0,3,0,0,3
UCL113014,0,0,0,0,0,3,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,49,7,5,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,3,0,0,24,0,0,0,0,3,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,6,10,8,3,32,0,19,30,80,72,60,22,17,0,303,0,0,0,0,0,0,0,0,0,0
UCL113015,0,0,0,0,6,7,28,14,13,77,0,0,0,0,3,5,13,20,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,7,0,0,0,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,11,6,24,0,0,0,0,0,7,9,10,3,38,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,17,6,0,30,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,16,6,31,0,0,9,18,30,25,22,17,3,133,0,0,0,0,0,0,4,0,0,3
UCL113016,0,0,0,0,5,11,14,7,7,49,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,8,3,16,6,100,13,4,6,0,0,146,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,15,3,25,0,0,0,0,0,0,7,3,4,19,0,0,0,0,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,9,0,0,0,0,3,3,4,0,0,13,0,0,0,10,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,4,30,0,0,0,0,0,37,0,0,0,0,0,5,22,17,7,52,0,6,4,17,20,28,33,17,5,129,0,0,0,0,0,0,0,0,0,0
UCL113017,0,0,0,8,3,11,20,19,6,68,0,0,0,0,0,0,0,4,0,11,0,4,0,6,0,3,0,0,0,13,0,0,5,27,0,0,0,3,0,45,0,0,0,3,4,0,4,0,0,12,0,0,0,3,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,20,0,0,0,0,0,3,33,22,12,67,0,4,0,3,0,4,0,0,0,10,0,0,0,11,4,0,0,0,0,12,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,5,0,0,15,0,0,0,0,0,7,18,11,0,34,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,21,17,4,52,0,5,10,44,33,32,53,25,0,199,0,0,0,0,0,0,0,0,0,9
UCL113018,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,3,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,4,18,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,0,0,0,6,5,0,5,5,0,17,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,20,0,6,0,18,23,16,10,7,0,83,0,0,0,0,0,0,0,0,0,0
UCL114002,0,0,0,3,0,0,9,21,6,47,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,5,4,0,16,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,6,24,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,14,5,44,0,0,0,8,17,20,31,18,5,97,0,0,0,0,0,0,0,0,0,0
UCL114003,0,0,0,0,0,0,5,5,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,4,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,16,0,0,0,0,0,21,0,0,0,0,0,5,5,7,3,19,0,0,0,10,10,16,16,8,0,64,0,0,0,0,0,0,0,0,0,0
UCL114004,0,0,0,8,7,7,17,30,11,78,0,0,0,0,0,4,4,4,0,11,0,0,0,0,0,0,0,0,0,4,3,9,5,39,9,10,0,0,0,73,0,0,4,0,0,5,3,0,0,15,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,19,0,3,0,10,6,5,8,15,16,59,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,0,6,6,5,5,0,19,0,0,0,10,0,3,0,0,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,28,0,0,0,0,7,6,14,15,5,39,0,9,0,29,26,19,16,6,3,108,0,0,0,0,0,0,0,0,0,0
