UCL_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
UCL112014,0,0,0,3,0,0,0,0,0,4,632,1231,1108,2068,972,993,964,650,252,8884,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,4,4,0,0,0,3,13,0,0,0,0,0,0,3,3,3,10,0,0,0,0,0,0,0,0,0,7,0,7,8,28,36,65,89,86,27,350,0,0,0,4,7,0,6,3,0,22,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,3,6,19,8,36,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,7,11,8,0,3,8,6,43,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9
UCL112015,0,0,0,3,0,0,0,0,0,3,1022,1887,1706,3614,1469,1435,1234,729,260,13354,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,19,0,0,0,0,4,5,3,3,3,16,0,6,4,25,12,6,3,0,0,63,0,0,0,4,0,0,4,11,0,16,0,0,0,0,0,4,7,0,0,17,0,11,11,41,63,127,145,128,47,586,0,0,6,12,3,0,3,0,0,24,0,0,0,0,0,4,0,5,0,8,0,0,0,9,6,0,18,12,3,47,0,0,0,0,0,4,5,4,4,18,0,0,0,0,0,3,3,0,0,6,8,32,15,136,13,9,9,0,4,227,0,0,0,4,0,0,0,0,0,7,0,4,0,15,0,0,0,0,0,24
UCL112016,0,0,0,0,0,0,0,0,0,3,1468,2744,2098,3910,1811,1645,1409,797,272,16164,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,5,8,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,3,8,20,13,10,11,11,0,79,0,0,0,0,0,7,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,7,12,52,35,72,58,58,13,307,0,0,0,8,5,4,0,0,0,19,0,0,0,5,0,0,0,0,0,9,0,4,0,0,8,3,10,6,8,39,0,0,0,0,0,0,0,4,3,14,0,0,0,4,0,5,4,0,0,13,5,11,29,183,26,7,0,4,0,266,0,0,0,8,3,0,0,0,0,14,0,0,0,3,4,0,0,0,0,8
UCL112017,0,0,0,0,0,0,0,0,0,0,1028,2537,2242,3593,2143,2251,2389,1505,565,18256,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,5,6,0,0,7,0,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,22,10,9,6,5,0,56,0,0,0,0,3,0,0,3,0,13,0,4,4,29,6,9,5,3,0,62,0,0,0,0,0,9,9,8,0,23,0,0,4,3,9,0,3,3,6,28,4,29,31,94,133,191,238,239,106,1068,0,0,0,8,0,3,0,0,0,24,0,3,4,8,10,4,3,4,0,32,0,4,0,11,5,12,33,32,12,97,0,0,0,0,0,0,6,0,0,8,0,0,0,10,0,3,4,0,0,19,4,14,5,83,12,6,3,7,0,137,0,0,0,7,0,0,3,7,0,14,0,0,0,9,4,0,0,0,0,15
UCL112018,0,0,0,4,0,0,0,0,0,3,1081,2117,1863,3157,1459,1559,1332,861,305,13742,0,0,0,18,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,4,78,3,8,10,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,6,0,17,23,38,46,35,14,180,0,6,7,51,8,0,0,0,0,65,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,6,6,0,14,0,0,0,0,0,3,0,4,0,5,0,0,0,4,0,0,0,0,0,12,3,17,13,176,11,3,9,0,0,229,0,0,7,12,0,0,0,0,0,20,0,0,0,10,4,0,0,0,0,12
UCL112019,0,0,0,13,5,0,0,0,0,24,1517,2918,2754,4721,2177,2279,1913,1037,365,19675,0,3,0,28,8,0,0,0,0,40,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,6,0,0,25,0,0,0,4,0,0,0,0,0,7,0,19,3,76,9,12,9,4,0,128,0,0,0,0,0,0,0,3,0,8,0,8,6,14,11,7,7,0,0,61,0,10,10,38,40,51,68,58,22,292,0,0,7,50,0,7,0,0,0,67,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,10,9,13,10,47,0,0,0,0,0,0,5,4,0,17,0,0,0,8,3,7,0,0,0,21,9,24,28,234,41,16,8,0,0,355,0,0,0,0,0,0,0,0,0,10,0,5,4,12,4,0,3,0,0,26
UCL113001,0,0,0,0,0,0,0,0,0,0,373,788,707,1304,795,957,1146,716,317,7097,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,3,3,0,30,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,25,39,78,60,25,277,0,0,0,8,3,5,5,0,0,13,0,0,0,7,0,0,0,0,0,8,0,0,0,4,0,3,10,6,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,4,44,4,0,0,4,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL113002,0,0,0,0,0,0,0,0,0,0,250,522,475,835,544,638,747,376,131,4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,0,0,0,22,0,0,0,0,0,3,10,12,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,8,27,57,103,64,23,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,13,12,0,36,0,0,0,0,0,4,5,3,0,10,0,0,0,4,0,0,0,0,0,3,0,3,0,27,3,4,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113003,0,0,0,0,0,0,0,0,0,0,434,885,861,1653,852,1098,943,449,157,7331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,9,15,22,13,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,7,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,33,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5
UCL113004,0,0,0,0,0,0,0,0,0,0,206,400,308,882,411,455,392,152,33,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,5,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,3,5,0,0,34,0,0,0,24,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,14,94,52,44,61,22,5,307,0,0,0,0,0,0,0,0,0,3,0,0,10,36,4,9,0,5,0,63,0,0,4,14,11,13,8,6,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,6,11,5,0,5,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL113005,0,0,0,0,0,0,0,0,0,0,485,1091,968,1478,773,873,814,518,205,7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,23,27,20,13,111,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,10,4,5,0,32,4,4,4,0,0,49,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL113006,0,0,0,0,0,0,0,0,0,0,280,606,658,1256,491,536,483,275,79,4660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,23,15,26,6,81,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
UCL113007,0,0,0,0,0,0,0,0,0,0,364,817,639,1206,647,781,811,426,138,5827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,3,8,4,0,30,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,3,7,0,10,3,7,16,38,55,76,103,66,20,382,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,16,8,0,38,0,0,0,0,0,0,0,4,4,7,0,3,0,0,0,0,0,0,0,9,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113008,0,0,0,0,0,0,0,0,0,0,249,623,528,967,534,619,546,333,101,4491,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,5,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,4,0,17,27,39,27,9,118,0,0,0,0,6,0,4,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,9,0,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,0,4,3,0,8,18,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,4,0,0,6
UCL113009,0,0,0,0,0,0,0,0,0,0,329,814,586,1066,562,508,373,146,31,4412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,19,32,30,36,33,0,167,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL113010,0,0,0,0,0,0,0,0,0,0,414,753,609,1298,544,508,391,259,85,4860,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,16,20,16,21,16,11,115,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113011,0,0,0,0,0,0,0,0,0,0,371,787,620,1214,537,554,386,180,46,4690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,4,7,16,21,6,0,55,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,3,5,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113012,0,0,0,0,0,0,0,0,0,0,236,672,609,922,644,817,859,510,150,5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,18,0,0,0,3,0,4,3,0,0,13,0,0,0,4,4,8,0,0,0,18,0,0,0,0,0,3,6,11,6,30,0,0,0,0,0,0,6,0,0,5,3,20,14,27,45,86,100,106,12,420,0,0,0,3,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,19,8,3,35,0,0,0,0,0,0,8,6,0,20,0,0,0,3,0,5,0,0,0,12,4,6,0,20,5,3,0,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113013,0,0,0,0,0,0,0,0,0,0,377,983,860,1499,708,687,530,250,70,5959,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,42,32,25,5,128,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,12,5,26,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,14,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL113014,0,0,0,0,0,0,0,0,0,0,466,974,794,1649,728,669,455,230,89,6058,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,20,28,24,14,8,105,0,0,4,17,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,4,0,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113015,0,0,0,0,0,0,0,0,0,0,283,555,514,902,475,555,619,332,83,4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,5,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,11,10,0,16,0,0,0,0,0,4,4,0,0,9,0,0,5,20,19,59,84,70,15,260,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,9,22,7,8,41,0,0,0,0,0,4,9,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL113016,0,0,0,0,0,0,0,0,0,0,428,1022,892,1431,756,861,844,616,222,7078,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,5,0,9,0,4,0,12,4,40,44,37,17,165,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,8,4,6,0,31,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,3,42,11,0,4,0,0,79,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL113017,0,0,0,0,0,0,0,0,0,0,334,721,557,1098,615,790,923,482,130,5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,6,0,6,5,16,18,49,92,100,18,307,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,5,4,6,0,10,0,31,0,0,0,0,0,0,0,4,0,5,0,4,0,0,4,0,0,0,0,7,0,0,5,14,0,0,0,3,0,20,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
UCL113018,0,0,0,0,0,0,0,0,0,0,63,120,78,154,120,137,186,119,32,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,114,270,202,346,219,250,271,192,96,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,6,23,20,25,13,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114002,0,0,0,0,0,0,0,0,0,0,88,248,235,316,296,497,770,525,183,3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,24,65,65,22,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114003,0,0,0,5,0,0,0,0,0,5,269,585,527,832,419,475,497,331,113,4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,22,29,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL114004,0,0,0,0,0,0,0,0,0,0,179,324,297,675,308,331,249,137,55,2561,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,13,24,14,4,70,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,10,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,24,7,4,4,0,0,43,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6
