UCL_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
UCL115038,9,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,27,0,0,0,30,0,0,33,10,0,0,0,10,0,0,0,10,0,0,10,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,9,0,0,0,9,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,15,0,0,19,12,0,0,0,16,0,0,0,16,0,0,16,0,5,0,0,4,0,0,0,4,0,0,4
UCL115039,15,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,0,66,0,0,0,66,3,0,70,21,4,0,0,27,0,0,0,27,0,0,28,10,0,0,0,9,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,39,0,0,0,39,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,39,0,0,0,39,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,38,0,0,0,38,3,0,42,32,0,3,0,33,0,0,0,33,0,0,33,6,0,0,0,6,0,0,0,6,0,0,8
UCL115040,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,38,14,0,0,55,0,0,0,55,7,0,56,12,0,0,0,12,0,0,0,12,0,0,12,9,5,0,0,15,0,0,0,15,0,0,15,3,0,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,27,0,0,0,27,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,29,0,0,0,29,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,34,0,0,0,34,0,0,31,9,4,0,0,14,0,0,0,14,0,0,14,12,0,0,0,16,0,0,0,16,0,0,13
UCL115041,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,3,45,3,0,3,47,3,0,51,11,0,0,0,11,0,0,0,10,0,0,10,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,16,0,0,16,4,0,0,0,11,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,26,0,0,0,29,0,0,31,8,0,0,0,10,0,0,0,11,0,0,11,3,0,0,0,8,0,0,0,8,0,0,8
UCL115042,10,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,0,29,0,0,0,29,0,4,32,16,4,0,0,18,0,0,0,18,0,0,22,12,0,0,0,12,0,0,0,12,0,0,12,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,4,4,0,33,0,0,0,33,0,0,39,9,0,0,0,9,0,0,0,9,0,0,10,4,0,0,0,9,0,0,0,9,0,0,9
UCL115043,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,27,0,0,0,27,3,0,34,4,0,0,0,7,0,0,0,7,0,0,7,4,5,0,0,4,0,0,0,4,0,0,12,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,14,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,16,0,0,0,16,0,0,14,0,4,0,0,7,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,22,0,0,0,22,0,0,21,4,0,0,0,4,0,0,0,4,0,0,7,8,4,0,0,12,0,0,0,11,0,0,13
UCL115044,9,0,0,0,9,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,27,0,0,0,28,0,3,36,4,0,0,0,7,0,0,0,7,0,0,7,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,11,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,11,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,14,0,0,3,16,3,3,19,6,0,0,0,9,0,0,0,9,0,0,9,7,0,0,0,7,0,0,0,7,0,0,7
UCL115045,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,17,4,0,22,4,0,0,0,4,0,0,0,4,0,0,11,5,0,0,0,3,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,13,0,0,0,13,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,13,0,0,0,13,3,0,11,3,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,15,0,0,0,15,4,0,17,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,6
UCL115046,9,0,0,0,9,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,43,5,6,0,46,0,0,0,46,9,0,53,13,0,0,0,14,0,0,0,14,0,0,10,4,4,0,0,9,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,20,0,0,0,25,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,20,0,0,0,25,3,0,24,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,24,0,0,0,29,6,0,29,15,6,0,0,12,0,0,0,12,0,0,19,8,5,0,0,10,0,0,0,10,0,0,10
UCL115047,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,0,30,0,0,0,30,0,0,31,5,0,0,0,6,0,0,0,6,0,0,6,9,0,3,0,12,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,3,0,21,0,0,0,25,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,3,0,21,0,0,0,25,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,3,0,24,0,0,0,24,0,0,23,16,0,0,0,15,0,0,0,15,0,0,20,10,5,0,0,14,0,0,0,13,0,0,13
UCL115048,11,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,0,44,0,0,0,45,4,0,53,9,0,0,0,13,0,0,0,13,0,0,13,13,0,0,0,15,0,0,0,15,0,0,17,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,28,0,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,30,0,0,0,30,0,0,33,0,0,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,35,0,0,0,35,8,0,41,16,0,0,0,17,0,0,0,17,5,0,24,10,4,0,0,23,0,0,0,18,0,0,24
UCL115049,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,29,3,0,3,35,0,0,31,3,0,0,0,8,3,0,3,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,3,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,3,13,0,0,13,3,0,3,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,19,3,0,3,19,0,0,19,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,4,0,0,4
UCL115050,9,0,0,0,9,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,47,14,3,4,64,0,0,0,64,3,0,70,21,0,0,0,21,0,0,0,21,0,0,21,16,4,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,40,0,0,0,40,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,41,0,0,0,41,0,0,45,5,0,0,0,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,0,42,0,0,0,42,5,0,49,23,0,0,0,27,0,0,0,27,3,0,26,16,9,0,0,20,0,0,0,20,0,0,22
UCL115051,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,3,37,0,0,0,37,5,0,33,6,0,0,0,7,0,0,0,7,0,0,7,16,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,27,0,0,0,27,3,0,28,7,7,0,0,11,0,0,0,11,0,0,11,12,0,0,0,12,0,0,0,12,0,0,15
UCL115052,5,0,0,0,5,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,34,8,0,35,8,0,0,0,8,0,0,0,8,0,0,8,9,5,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,23,0,0,0,23,0,0,23,11,0,0,0,11,0,0,0,11,0,0,12,8,4,0,0,9,0,0,0,9,0,0,13
UCL115053,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,22,0,0,0,22,0,0,18,0,7,0,0,6,0,0,0,6,0,0,6,0,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,6
UCL115054,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,35,0,0,0,35,0,0,33,14,0,3,0,15,0,0,0,15,3,0,20,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,26,0,0,0,26,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,26,0,0,0,26,3,0,31,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,30,0,0,0,30,3,0,37,12,0,0,0,15,0,0,0,15,0,0,17,5,0,0,0,12,0,0,0,12,0,0,10
UCL115055,6,0,0,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,43,0,0,0,43,3,0,47,7,0,0,0,7,0,0,0,7,0,0,7,15,0,0,0,15,0,0,0,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,22,0,0,0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,22,0,0,0,22,0,0,21,9,0,0,0,7,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,26,0,0,0,26,5,0,34,8,0,0,0,10,0,0,0,10,0,0,10,13,0,0,0,14,0,0,0,14,0,0,13
UCL115056,4,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,0,39,0,0,0,40,9,0,50,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,19,0,0,0,19,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,19,0,0,0,18,3,0,20,3,4,0,0,9,0,0,0,9,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,23,0,0,0,26,3,0,28,12,0,0,0,12,0,0,0,12,0,0,14,9,4,0,0,15,0,0,0,15,0,0,18
UCL115057,6,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,44,11,0,0,65,0,0,0,65,6,0,69,3,0,0,0,3,0,0,0,3,0,0,5,8,5,0,0,14,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,18,0,0,0,18,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,21,0,0,0,21,4,0,28,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,21,0,0,0,21,3,0,29,17,5,0,0,19,0,0,0,17,0,0,23,13,0,0,0,13,0,0,0,13,6,0,19
UCL115058,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,16,0,0,0,20,0,0,19,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,0,0,0,10,0,0,8,3,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,17,0,0,0,17,0,0,19,4,0,0,0,4,0,0,0,4,0,0,7,9,4,0,0,11,0,0,0,11,0,0,11
UCL115059,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,6,0,5,30,0,0,0,27,0,0,35,9,0,0,0,9,0,0,0,9,0,0,4,8,0,0,5,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,16,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,16,0,0,0,16,3,0,14,4,0,5,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,7,22,0,0,0,22,3,0,30,13,0,0,0,16,0,0,0,16,0,0,16,8,0,0,0,9,0,0,0,9,0,0,10
UCL115060,11,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,78,0,0,0,79,4,0,85,19,0,0,0,23,0,0,0,23,0,0,23,13,0,0,0,14,0,0,0,14,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,34,0,0,0,34,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,34,0,0,0,34,4,0,38,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,37,0,0,0,37,3,0,38,21,0,0,0,21,0,0,0,21,3,0,24,13,0,0,0,13,0,0,0,12,0,0,14
UCL115061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,20,0,0,0,20,0,0,16,5,0,0,0,12,0,0,0,12,0,0,12,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,19,0,0,0,19,0,0,19,4,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,20,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,8,0,0,0,8,0,0,8
UCL115062,6,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,36,8,3,0,50,0,0,0,50,4,0,54,9,0,0,0,9,0,0,0,9,4,0,5,13,3,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,20,0,0,0,20,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,20,0,0,0,20,4,0,25,6,0,0,0,4,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,27,0,0,0,27,3,0,31,9,0,0,0,8,0,0,0,8,0,0,13,10,0,3,0,11,0,0,0,11,0,0,11
