UCL_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
UCL112015,0,0,0,0,0,5,3,3,0,17,0,4,3,28,14,13,7,0,0,74,0,0,0,0,0,4,0,6,5,15,0,0,0,0,0,3,0,0,0,11,0,7,11,57,52,118,123,129,58,564,0,0,0,0,0,7,0,0,4,18,0,0,0,4,0,0,0,0,3,8,0,0,0,6,4,11,22,13,10,63,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,3,0,4,0,8,0,16,16,120,20,8,11,4,0,192,0,4,0,14,0,3,0,4,0,29,0,0,0,11,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,3,0,4,0,13,0,0,0,3,0,9,4,4,0,22,0,0,0,6,3,0,0,0,0,10,0,0,0,13,0,3,4,0,0,21,0,0,0,3,0,5,0,0,0,9,0,0,3,8,0,0,0,0,0,15
UCL112016,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,9,13,6,5,98,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,3,4,5,16,53,28,77,59,59,23,333,0,0,0,8,7,7,4,0,0,25,0,0,0,6,3,4,0,0,0,9,0,0,5,7,0,4,9,15,11,55,0,0,0,0,0,0,3,0,4,12,0,0,0,7,4,4,3,0,0,22,3,20,14,154,19,11,6,5,0,235,0,0,0,16,4,0,0,0,0,23,0,0,0,4,0,0,0,0,0,7,0,3,3,3,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,12,11,4,41,0,0,0,8,5,8,0,0,0,19,0,7,5,28,4,0,0,0,0,39,0,0,0,0,0,5,0,0,0,6,0,0,0,11,4,5,3,0,0,28
UCL112017,0,0,0,0,4,0,3,0,0,11,3,0,4,32,12,14,5,0,3,80,0,0,0,0,0,0,8,6,4,14,0,4,0,3,3,4,9,0,0,20,0,18,29,94,128,167,232,285,125,1084,0,0,0,6,5,7,0,4,0,25,0,6,0,10,11,0,5,4,0,33,0,0,3,18,6,14,23,38,12,111,0,0,0,5,0,0,0,0,4,9,0,0,0,9,5,7,4,0,0,25,0,13,3,74,12,7,3,7,0,119,0,0,0,12,9,3,0,4,0,32,0,0,0,4,0,0,3,0,0,10,0,0,0,3,0,0,0,0,0,3,0,7,0,12,11,9,11,12,5,60,0,0,0,0,7,3,10,6,5,37,0,5,0,8,8,0,0,0,0,28,0,0,0,18,5,5,0,0,0,29,0,0,0,0,0,4,0,0,0,3,0,0,0,10,4,6,0,0,0,28
UCL112018,0,0,0,0,0,0,0,0,0,0,0,6,6,72,13,15,3,0,0,113,0,0,0,0,6,0,0,0,0,6,0,8,0,9,0,0,0,0,0,21,0,3,0,17,17,39,43,41,15,188,0,6,4,19,0,4,0,0,0,29,0,3,4,5,0,0,0,0,0,10,0,0,4,5,0,0,7,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,10,3,17,15,133,8,9,0,0,0,196,0,0,6,14,6,0,0,0,0,22,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,4,3,0,0,3,4,0,16,0,0,0,0,0,0,0,4,4,8,3,0,0,9,0,0,0,0,0,16,0,0,0,5,6,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,4,16,4,0,0,3,0,25
UCL112019,0,0,0,5,0,0,0,0,0,8,0,7,8,66,11,16,6,0,0,123,0,0,0,0,0,0,0,4,0,5,0,11,0,25,3,6,6,0,0,54,0,9,8,45,33,63,62,46,27,305,0,0,5,23,0,9,4,0,0,34,0,0,0,6,0,3,0,4,0,12,0,0,0,9,3,3,12,12,9,55,0,0,0,0,0,0,0,4,4,13,0,0,0,4,3,7,4,0,0,24,5,30,22,199,23,10,4,3,0,302,4,0,0,9,3,0,0,0,0,17,0,4,7,8,3,0,4,0,0,25,7,100,109,130,30,18,14,3,0,406,0,13,5,8,8,3,6,0,4,37,0,0,0,4,0,0,6,3,4,22,0,0,0,0,0,0,0,0,0,11,0,0,4,14,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,10,24,0,9,8,13,3,0,0,59
UCL113001,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,4,40,22,48,74,85,39,319,0,0,0,5,0,3,0,5,0,11,0,0,0,6,0,0,7,0,0,15,0,0,0,9,0,4,11,9,6,45,0,0,0,0,0,0,0,0,0,6,0,0,0,5,5,0,0,0,0,13,0,3,4,32,4,0,4,0,0,54,0,0,3,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,17,0,0,0,0,0,0,3,6,0,11,0,0,3,10,6,0,0,3,0,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
UCL113002,0,0,0,4,0,0,3,0,0,8,0,0,0,5,4,0,0,0,0,18,0,0,0,0,0,3,8,11,0,30,0,0,0,0,0,4,0,0,0,4,0,0,4,8,25,67,89,82,36,304,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,10,0,0,0,0,5,4,18,14,7,42,0,0,0,0,0,0,6,6,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,24,0,5,0,0,0,37,0,0,0,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,4,5,27,0,0,0,0,0,6,13,7,0,22,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,8
UCL113003,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,16,14,0,62,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,9,3,4,21,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,6,0,24,0,3,0,0,0,40,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,8,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8
UCL113004,0,0,0,22,0,0,0,0,0,26,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,18,101,46,46,40,22,12,289,0,0,0,0,0,0,0,0,0,4,0,0,4,43,4,4,0,3,0,58,0,0,15,43,9,10,16,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,17,0,0,8,43,0,0,5,0,0,54,0,0,5,33,10,7,0,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
UCL113005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,28,21,28,15,123,0,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,0,8,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,27,0,0,5,0,0,37,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11
UCL113006,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,25,18,13,76,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,23,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113007,0,0,0,0,0,0,0,0,0,9,0,0,0,16,7,4,7,0,0,36,0,0,0,0,0,5,4,0,0,11,0,0,0,0,0,0,6,0,0,4,3,8,12,50,51,98,91,79,24,425,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,10,3,5,16,11,0,47,0,0,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,3,4,0,0,11,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,3,5,0,29,0,0,0,0,0,6,7,0,0,20,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,14
UCL113008,0,0,0,4,0,5,0,0,0,8,0,0,0,3,7,0,8,0,0,20,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,33,39,29,15,144,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,13,3,0,17,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,4,0,0,8,0,0,0,14,5,3,0,4,0,30,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,4,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,10
UCL113009,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,19,33,39,29,13,4,155,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,3,0,0,19
UCL113010,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,23,21,27,25,9,125,0,0,0,0,6,0,0,0,0,3,0,0,0,6,0,0,3,0,0,6,0,0,0,8,0,3,9,6,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,3,0,22,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7
UCL113011,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,15,13,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,29,0,0,0,0,0,37,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
UCL113012,0,0,0,0,0,4,3,0,0,8,0,5,0,8,6,0,0,0,4,26,0,0,0,0,0,5,10,7,0,22,0,0,0,0,0,0,0,0,0,4,0,8,4,42,57,78,111,89,22,419,0,0,0,3,0,5,0,0,0,7,0,0,0,4,0,0,3,6,0,10,0,0,0,4,5,4,26,6,3,48,0,0,0,0,0,3,3,4,0,14,0,0,0,5,0,0,0,0,0,5,0,0,0,26,0,0,0,3,0,35,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,5,3,3,5,25,0,0,0,4,0,9,8,7,5,23,0,3,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,0,0,8,0,0,0,3,0,3,3,0,3,14
UCL113013,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,13,25,35,21,13,116,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,7,0,0,31
UCL113014,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22,14,24,9,13,10,105,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,5,6,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL113015,0,0,0,0,0,0,9,0,0,5,0,0,0,6,5,0,3,0,0,10,0,0,0,0,6,0,3,6,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0,20,16,61,78,64,17,261,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,5,12,7,6,33,0,0,0,0,0,5,5,5,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,6,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,6,6,6,18,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5
UCL113016,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,9,0,0,32,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,6,14,30,49,50,31,182,0,0,0,4,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,7,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,9,0,49,6,5,3,0,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,3,3,5,0,0,10,0,0,0,7,5,0,3,0,0,11
UCL113017,0,0,0,5,0,0,0,0,0,12,0,0,0,0,6,9,0,7,0,17,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,3,0,0,3,0,9,4,26,22,66,92,72,16,304,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,4,0,0,4,0,0,0,8,5,9,9,5,4,40,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,17,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,5,11,7,3,28,0,4,0,3,0,4,0,0,0,12,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10
UCL113018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,16,27,33,11,113,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL114002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,24,70,67,28,203,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,7,12,6,27,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL114003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,23,26,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10
UCL114004,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,18,12,20,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,13,11,11,44,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,18,0,4,0,0,0,26,0,0,0,0,0,8,3,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,4,0,3,0,0,3,7,9,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,7,0,0,0,4,0,3,0,0,0,7
UCL114005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,21,11,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL114006,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,19,12,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
